,County Name,State,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2015,2015.1,2016,2017,2018,2019,2020
62,Champaign County,OH,97151.75,102430.5833,105478.8334,108828.25,112580.6667,116549.3333,117136.5834,116075.1667,114400.8334,110657.0833,107507.3333,104374.0,103768.25,104621.25,107729.5833,111724.75,116323.5,121931.0833,130369.8333,138688.6667,144500.8334
63,Guernsey County,OH,76649.41667,80777.83333,83975.20833,87074.33333,90735.0,80869.25,76957.41667,77082.16667,76666.08334,74990.16667,72686.91667,72653.0,73963.58333,77737.25,78036.83333,81905.08334,86839.75,92207.58333,97843.16666,104120.1667,108299.8334
64,Defiance County,OH,82376.0,86499.16667,88782.02084,90977.33333,94029.0,96763.5,95802.16667,94011.58333,92239.25,88887.66667,86139.0,84924.08333,84670.58334,86063.83334,88947.5,93058.58334,98286.58333,104678.9167,112819.4167,120259.0,124776.0
65,Williams County,OH,85358.33334,89229.41667,91264.6875,93601.0,95910.33334,98518.83333,98558.91667,97394.83333,95501.91667,91864.66667,88895.41667,85800.25,84592.66667,84739.33334,87003.41667,89724.58333,92783.91667,97084.58334,102079.6667,106858.0,111370.8333
66,Coshocton County,OH,95050.875,99848.458315,102808.9896,105108.58335,106296.83335,83220.33334,87493.83334,87124.66667,86140.08334,84077.41667,81978.91667,79873.0,79400.5,81047.83333,84417.58334,89103.5,93703.66667,99212.99999,105935.3333,112756.75,117165.0
67,Perry County,OH,70554.33334,75005.83333,77309.54167,80009.0,83726.58333,86006.5,85764.66667,85079.25,84278.25,81436.16667,80758.16667,80407.0,78481.5,78742.0,80346.16667,83757.25,86313.91667,89975.25,95984.58334,102465.3333,106981.1667
68,Morrow County,OH,95050.875,99848.458315,102808.9896,105108.58335,106296.83335,107152.0417,109499.7917,109875.7917,135365.0833,123417.4167,120289.1667,115769.5834,113630.75,111867.4167,119184.6667,126460.1667,132113.9167,140071.5834,150681.6667,161137.6667,166861.75
69,Putnam County,OH,87280.08334,92338.75,95285.95833,97775.66667,100962.5,104741.5,105051.0834,104279.5833,104222.6667,102564.3334,108793.8333,107582.3333,107918.25,109648.25,113532.9167,118809.4167,125465.6667,133824.75,141873.6667,149937.25,156038.3333
70,Jackson County,OH,53699.25,56167.0,58153.70833,59973.33333,61680.75,63666.58333,63843.16667,63516.66667,62423.91667,60275.08334,58648.16667,57223.0,56986.08333,56258.16667,59591.75,62007.75,66130.0,70469.5,75719.91667,80431.0,83864.83334
71,Hardin County,OH,75493.25,79198.58334,81000.25,82946.75,85705.66667,89458.66667,90048.08334,89456.91667,87532.08333,84405.75,83619.0,82335.91667,81646.25,81975.91667,84910.66667,88245.0,92430.08333,96521.58334,102388.6667,108620.4167,112641.25
72,Gallia County,OH,69730.25,73154.5,75514.75,78326.0,80654.58333,83598.58334,84078.16667,83684.83333,83862.0,82236.33333,79986.5,77470.5,78354.08333,79601.25,82687.41667,86869.33333,91510.33334,95192.33333,101683.5,107354.3334,110795.3334
73,Hocking County,OH,85451.41667,92208.91667,96350.125,100342.8333,105128.5,111420.75,112517.9167,112738.75,109876.5,105210.5,102279.75,101084.25,99128.41667,99324.16667,102778.5,105927.9167,109669.8333,115891.25,122203.0,129510.5833,133094.0
74,Fayette County,OH,87438.66667,91706.66667,94501.33333,97351.08334,100886.9167,104588.4167,105065.5,104233.5833,103150.6667,99716.33334,96250.0,93007.25,91713.16667,91414.41667,92961.16667,95093.91667,97692.75,102181.1667,107878.4167,115123.75,120679.5
75,Carroll County,OH,95050.875,99848.458315,102808.9896,105108.58335,106296.83335,99606.12498,100854.25,101140.25,99607.08333,96502.33333,95240.66667,93158.66667,93371.0,93913.83333,99477.99999,105281.4167,111368.6667,119337.4167,127866.25,135223.9167,139178.0834
76,Van Wert County,OH,64959.58333,68272.58333,70105.45833,71677.75,73397.75,73988.25,72708.41667,72795.16667,73561.91667,73905.16667,74156.33333,73231.25,73520.66667,74283.83333,76674.58333,80816.91667,86202.08333,90567.08333,95286.0,100588.3333,104394.6667
77,Pike County,OH,82249.66667,87899.25,91296.8125,92330.83333,94589.08334,94644.41667,88427.75,83053.66667,80679.16667,79253.66667,76365.83333,74333.66667,73775.08333,74838.41667,77186.66667,80915.25,85000.83333,90513.41667,98195.08333,105892.5833,110049.75
