State,Region Code,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
WI,55099,33846,35866,37175,39678,38730,41145,42586,43000,44043,45801,47086
VA,51147,23760,24356,26045,26172,26694,27426,28446,29395,31059,31329,32416
MD,24033,40452,40913,42491,42812,42680,43616,44764,45949,47347,49105,50625
AK,2198,31406,34778,34733,36048,36378,38555,39615,40068,42263,45784,49177
RI,44007,36616,38890,39869,40888,40894,42744,44308,44579,46277,47734,49392
CO,8099,31150,32612,33984,35884,38953,39274,41685,41296,40244,42348,44623
CO,8101,28759,29620,30787,31672,32081,33970,35475,36125,37462,39293,40680
IN,18131,30635,33572,36992,38342,41296,40419,39345,40965,41754,43844,45473
VA,51155,29766,30615,32441,34116,34083,35586,37086,37497,38388,40169,41311
IL,17153,29665,31812,33089,31433,32334,31665,32958,34345,36528,36580,37936
AR,5119,41099,40956,42391,45580,43900,45853,47537,48228,49304,50248,51927
GA,13235,22529,23164,25654,26100,25954,26103,27638,28657,29793,30672,31603
MO,29169,39133,38520,40328,39102,38829,37350,38052,38005,39614,40289,41734
KY,21199,28863,29639,30316,30701,30580,32603,34460,34562,35459,36919,38492
OK,40127,25530,26594,27989,29633,29306,29898,31083,31182,30965,31440,32830
MO,29171,26744,26867,30052,30236,33623,38756,34245,33311,33982,35308,37336
GA,13237,30630,30872,32142,33144,33959,35973,37362,38944,40723,43685,44643
OH,39137,36886,38358,40547,40709,41824,42854,44643,44981,47151,49514,50560
NY,36079,49625,50778,52999,61766,55082,57173,59365,60735,62987,66396,69365
IL,17155,36481,38926,45084,46660,51716,53054,54789,53885,55918,58994,61363
FL,12107,25310,26348,26945,26853,26657,27708,28743,29895,31007,31938,32949
WV,54079,36778,37321,39710,40453,40029,41287,42727,43065,44204,46782,47849
IN,18133,27382,28182,29596,30355,31740,32116,33018,34889,36070,37237,38303
TN,47141,30261,31601,33388,34922,34683,35354,37120,37561,38633,39494,40223
NM,35037,29673,30264,31312,31494,32159,35080,35189,36427,37532,39787,41569
MD,24035,48171,49619,52018,53624,53717,55484,57401,60092,62689,64502,66733
NY,36081,36237,37203,38470,39478,39985,41377,43855,44902,47867,50279,53008
GA,13239,22821,22982,23877,23620,24731,26158,27480,27418,28395,30444,31466
MS,28119,23069,24410,27157,24813,28465,24346,25896,27913,27411,29250,30185
GA,13241,28564,30004,31132,31146,32372,33941,36268,38667,40013,40393,41058
WI,55101,37621,38024,39957,41807,40843,42596,44935,45203,47418,49710,50845
TX,48379,26845,27692,27952,28589,29141,30988,31924,32846,33641,33976,34819
WV,54081,30852,32502,35829,36025,35340,36184,37054,35950,39053,41917,43846
MO,29173,33437,33983,36140,35979,36578,35840,36159,37204,38038,38414,40447
ND,38071,35843,39530,42512,50466,48024,47564,44985,48563,46263,49713,50047
MN,27123,40497,41667,43696,45190,45534,47970,50045,51214,52464,54366,55583
TX,48381,37825,39945,40914,42102,41940,44019,45725,45840,46813,48009,49544
AL,1111,27114,27543,26636,27680,28597,30399,32040,31226,32481,33441,33804
NC,37151,28893,29562,30363,31664,31452,33258,34126,34816,36046,37572,38892
IN,18135,28471,29478,32137,32699,34393,35342,36649,36762,37115,38071,39222
AR,5121,25234,26187,26746,27881,28827,30144,29427,31001,32966,33530,34352
GA,13243,25051,25650,27524,28684,29122,26842,29174,29180,31484,32624,35186
MO,29175,29029,29644,30901,33488,34187,35521,35849,37210,38662,39377,40856
IL,17157,28301,30455,31535,31140,31912,32406,33917,34704,35291,36344,37988
WV,54083,28564,29015,30220,31685,31647,32660,34034,34218,35251,36825,38142
MS,28121,35872,36397,37648,39468,40024,41847,42689,42764,43134,44170,45237
ND,38073,35433,42041,45338,50708,42850,44600,46685,48774,51491,54935,57933
LA,22079,35760,36260,38324,40225,40124,40970,41773,42249,42805,45085,46614
VA,51157,49253,48883,52389,54893,54907,56231,57479,59095,61770,66678,68382
MT,30081,30750,31875,33921,35962,35989,37496,39502,40954,43701,45456,46768
KS,20153,36892,47361,57626,51317,68144,51035,52192,50654,47211,51454,62147
MO,29177,31225,31557,33097,34098,35212,36943,38789,40045,41272,41805,43569
TX,48383,31370,36105,42082,45912,51244,52775,43988,40663,43151,53480,51945
TX,48385,23532,24761,25490,28162,30926,32286,34068,32325,33588,35040,36070
MN,27125,32417,35824,39106,44156,44682,43422,45592,44809,47831,50479,50221
LA,22081,26179,30416,31179,31815,32014,33826,35522,35022,39070,44810,44440
TX,48387,28547,29904,31970,32532,33486,35929,37828,39197,39974,41192,43039
NE,31145,36177,37301,41326,43446,43736,45750,45792,44409,43496,45342,47027
MN,27127,40200,42304,45388,48138,48935,52696,54406,50183,48394,52019,54719
TX,48389,21413,22301,24319,25292,27178,30150,29571,29726,34030,41726,45458
TX,48391,31928,34873,40889,42703,46644,46877,45155,40659,41629,44195,46464
KS,20155,32501,33684,34509,35346,35448,35984,36786,36978,39138,40109,42115
NY,36083,38076,38840,39697,40753,41817,42747,44673,45712,47927,49274,51356
ND,38075,57176,48209,63147,76779,77816,59450,55695,57546,55862,74970,70486
MN,27129,38487,41433,44081,50716,51009,48768,50750,48014,49918,51875,53855
KS,20157,34557,36368,45303,42641,48091,43628,44061,45199,42606,44153,50019
MO,29179,24366,25367,27030,29608,29427,30323,31578,31433,32850,33825,35467
TN,47143,27212,27645,28908,29843,30112,31303,32667,32548,33006,34222,35424
MN,27131,32503,33495,35322,36986,37317,38881,40202,40405,42269,43706,45092
KS,20159,29452,31758,38262,41303,43986,44055,45509,41316,41262,43323,47243
UT,49033,26233,26022,27912,28467,35072,38245,38599,34603,35114,37994,40845
NE,31147,36084,35525,43456,40232,43312,43551,45178,43664,46183,48205,50988
LA,22083,29696,30254,31135,33027,33977,32980,34237,35277,35628,37565,39080
OH,39139,29767,30339,32313,32895,33568,35139,36314,36551,38074,39393,40507
MT,30083,39284,45800,54463,63496,66888,71833,63366,56112,57498,61264,64486
ND,38077,33338,39916,43690,51961,44517,43941,43970,47044,47229,50047,51045
IL,17159,32925,35153,36171,36396,38332,38079,38075,38732,39974,41433,42275
SC,45079,35117,35517,36790,37842,38364,40188,41881,42560,44241,45554,47299
WI,55103,29590,31375,33393,35196,36036,38062,39606,40259,40931,42917,44803
VA,51760,41633,42994,46189,49776,47115,49016,51268,51950,54467,55272,56560
GA,13245,29803,30476,32346,31481,31617,33037,34770,35074,36935,38277,39370
VA,51159,26676,26659,28102,29785,30445,31932,33668,35155,36075,36510,37741
NC,37153,26609,27931,27873,29608,30072,31330,32797,33103,34203,34551,35630
NY,36085,42727,43363,44923,46140,46176,48164,51057,52060,54488,56171,58890
KS,20161,34789,37470,38504,37359,36678,38284,39065,39692,40752,41026,42528
IA,19159,31612,32199,36743,37734,41892,40992,42778,40243,43519,46627,50405
NM,35039,29387,30150,30839,31020,29528,30805,32808,33366,33492,34739,36100
CO,8103,38013,39126,41336,41543,44117,46159,45647,42752,44377,47591,49846
CO,8105,31968,31671,34526,35057,37094,39164,42740,42796,43559,47606,50408
MO,29181,26219,26583,27436,28013,28533,28613,29417,29388,30338,30525,31522
IN,18137,32743,33618,35073,35516,36165,37622,37395,38767,40241,41852,43282
WV,54085,24874,25618,27565,29062,30035,32805,33095,33208,35446,38230,39828
CA,6065,30448,30699,32200,32748,33462,34875,36745,38114,39148,40587,42418
WV,54087,26406,27391,28735,30292,29972,30505,30852,31115,33179,35621,36608
TN,47145,31202,32833,34053,34922,34862,35946,37138,37981,39280,40730,41917
VA,51770,34889,36186,37702,39805,38672,39656,41703,41407,42253,44144,45277
TX,48393,30431,31197,39707,42984,47528,51240,47280,43000,45691,48409,48344
SD,46109,29224,29583,34008,35472,39891,37649,37049,35693,34420,38113,36756
KY,21201,24260,24957,26157,27890,28782,30452,32339,31952,32462,32903,34196
TN,47147,31401,31748,33093,35239,35716,36440,37744,38685,40662,42067,43856
TX,48395,31357,33188,33711,35382,37975,39660,40808,39471,39483,41267,42463
NC,37155,25172,24835,25316,26108,26469,27080,27255,27643,28333,29236,30423
MN,27133,36417,39984,46314,48805,46954,51033,51334,47932,51604,53658,57617
NE,31149,29851,39020,52775,51682,56662,66987,68715,61986,50481,60390,62018
WI,55105,32941,33820,35772,37474,38350,38664,40263,41038,42212,44295,46236
IL,17161,36867,37184,39078,39859,39891,39893,41278,41878,43508,44438,45711
KY,21203,23270,24506,25414,25319,26583,27827,29025,29152,30428,31079,32294
GA,13247,29507,29587,30847,30657,30263,31639,33008,33494,33965,34979,36138
NH,33015,48957,51928,55320,58358,58341,61390,64299,66897,70631,74258,76902
NC,37157,29507,30284,30778,32156,31953,33362,34147,34834,36099,37184,38419
NY,36087,48122,48573,50423,52330,51700,53442,55439,55928,58184,60568,63167
TX,48397,44299,45477,47120,50001,50662,52360,54731,56664,59355,60461,62237
OK,40129,30880,35359,38771,44736,48361,53683,49037,46014,44977,44661,44454
OK,40131,33622,34210,36305,38538,39510,41154,42241,42022,43776,45833,47635
ND,38079,29241,30769,32660,33466,32397,32147,33516,33679,33164,36071,36875
KS,20163,33754,34876,41868,39208,43803,40318,38723,36207,36200,40292,44398
MT,30085,27535,30811,30698,34394,35037,33796,31501,31381,35203,36304,36067
NM,35041,27256,31696,34885,34759,34475,38562,37303,37336,39900,39934,43330
MI,26143,27499,29017,29690,30520,31242,31991,33757,34479,35173,36681,37507
MN,27135,33563,36214,40699,44225,42087,42180,45385,44786,45917,49636,49328
MT,30087,32456,34183,36162,37385,37772,39317,41322,41513,42645,44185,45929
OH,39141,28369,28847,30646,31052,31541,32618,33875,34314,35685,37261,38563
CO,8107,48724,51288,60348,60613,60170,65279,69817,70191,79304,79918,81699
KY,21205,25005,26476,27005,28014,27602,28469,29106,29457,29634,30813,31566
NC,37159,29128,29569,30751,31479,31789,33587,35052,35649,36888,38712,40213
TX,48399,29637,31061,33249,33384,35926,37049,37334,37226,37995,39588,41929
IN,18139,31578,32433,35421,37014,40083,39882,39342,41556,44108,45696,47445
KS,20165,36925,38147,41990,45709,48690,46059,46587,42620,41283,47027,52199
WI,55107,28380,30313,31960,34707,36197,38993,41103,40894,42662,44233,44556
TX,48401,29096,30239,32296,33916,34600,36238,35599,34329,34953,36824,37697
KY,21207,25451,28249,30079,30181,30057,31198,31733,31562,33145,36193,37346
VA,51167,28383,29175,30237,30367,29286,29954,30799,31168,32358,33641,34827
AL,1113,26436,28321,29652,29255,28826,29022,30604,30809,32572,32655,33986
KS,20167,38734,42634,51539,52202,53921,53062,46680,42065,42449,44633,47049
TN,47149,30444,31265,32746,34809,35245,36400,37899,38797,39812,41302,42712
NC,37161,25005,25690,26944,28089,28061,29348,30129,30698,31555,32634,34021
VT,50021,39546,40436,42761,43954,44895,45861,47737,48601,49493,51246,53152
TX,48403,28774,28995,30132,31398,30787,32092,33511,33399,33799,34776,36627
LA,22085,27205,28973,29805,30585,31579,32355,32889,31985,33583,35591,36025
IA,19161,38154,41278,48902,49582,54821,52055,52466,48756,52513,56496,59085
CA,6067,38324,38791,40410,41698,42977,45237,47946,49187,50717,53023,55266
ME,23023,38346,39504,41175,42288,42454,44543,46064,47687,48630,50787,52736
MI,26145,29235,30518,31819,32358,32986,34167,35876,36635,37203,39521,40533
CO,8109,24989,25448,28105,26194,28475,30369,33855,31620,30773,33806,37022
NJ,34033,39414,40432,41870,41672,42218,43240,45220,45932,46715,48105,50203
AR,5125,32678,33249,35018,36265,36549,37725,38613,39701,40308,41340,42688
NE,31151,32650,32983,38245,37631,39669,38041,39885,39400,40503,42405,44351
KS,20169,36631,37354,39347,40679,41166,42399,44123,45515,47582,49366,50820
IL,17165,31350,33267,34732,35168,35681,36210,36275,36544,38373,39597,40891
MO,29195,33038,32833,37075,35853,38734,38860,36405,37027,37880,36998,39037
UT,49035,36024,36435,38839,41139,41704,43664,46569,48162,50097,53079,55446
SC,45081,29699,29014,29046,29546,30564,30688,32857,32384,33548,33478,34353
NC,37163,30227,31235,31578,32832,33561,34564,34240,33366,35171,34614,35871
TX,48405,25679,28408,29130,30229,30817,33279,35640,35159,36583,39413,42299
CA,6069,36248,35913,37509,38626,40494,42057,45732,48309,50508,52637,55261
CA,6071,29120,29567,31071,31744,32524,34356,36361,37713,38774,40150,42043
CA,6073,43080,44138,46531,48315,49525,52214,54822,56506,58380,61147,63729
CA,6075,72625,76813,81701,89345,90428,100035,108188,115476,122711,133325,139405
TX,48407,26049,26411,27927,30137,30638,32290,32143,32890,33626,34853,36260
CA,6077,32113,32757,33470,34403,35715,37651,40129,41624,42917,44697,47139
UT,49037,20790,21424,22063,22066,24029,23371,23734,24052,25591,26863,28074
CO,8111,39289,33425,39828,45428,55747,51049,58575,46855,45302,42855,47933
WA,53055,49495,50868,53922,61205,60446,67141,70673,72254,73075,81024,81351
NM,35045,30144,30428,32470,32926,32159,33781,34458,33268,34006,35278,35999
CA,6079,39055,40234,42698,44674,45968,48690,51804,53006,55580,58108,61004
CA,6081,71677,73808,79909,88082,87731,93802,102639,107670,118047,128230,134107
CO,8113,50868,48703,50957,53133,62144,73448,79519,75810,81166,87521,90444
NM,35047,28102,28629,29329,29925,29114,31104,32913,33279,33258,34827,36105
TX,48409,31876,34526,37438,39127,41265,41979,42005,41570,42417,45107,46506
TX,48411,24826,26677,29217,28559,29781,31628,34232,37109,37205,40264,40521
SD,46111,40482,38067,49941,39293,46898,43075,43917,40877,40943,47835,52093
MT,30089,25135,25952,26689,27743,28627,29779,32330,33009,34385,35387,36296
NM,35043,33911,33943,35211,36092,35753,37080,38432,39762,40079,41528,43125
OH,39143,30950,32328,33939,34391,35689,36725,38207,38633,40063,41429,42188
IL,17167,37788,39333,40842,40892,42089,43552,44561,45096,46503,48062,49445
MI,26151,26601,28202,30790,31926,32580,33404,34858,35229,36453,37775,38917
UT,49039,21323,22068,23209,24799,25152,25940,28612,27392,27956,29906,30592
CA,6083,44221,45621,48891,51222,50714,53772,57042,57595,59894,63314,66076
CA,6085,57097,61331,66410,72812,72954,79100,86205,92844,100691,110344,115997
CA,6087,45478,48619,50213,53185,54062,56537,59414,60970,64731,68277,71592
AZ,4023,28489,29424,30678,31203,30977,32873,33380,34665,37116,37954,39427
NM,35049,43219,43253,45321,47220,47085,50572,51942,54454,55063,58696,60276
FL,12113,35403,36288,37562,38472,38113,39511,40561,41956,43295,44479,45981
FL,12115,44422,45206,47573,49644,50318,54987,58137,59366,62789,65864,66878
NY,36091,46709,48920,51124,53431,54129,55812,61020,62577,65315,70127,72757
ND,38081,40402,50623,50950,62672,50843,50212,47917,52414,51869,56233,61102
NE,31153,39599,39958,41429,42500,43108,44179,46372,46951,48282,50650,52190
WI,55111,34586,36228,38063,40096,40701,42796,44324,44574,46375,48828,51115
NE,31155,37459,37117,42318,42015,44149,44428,47044,47745,49486,51753,53427
WI,55113,34202,35772,37132,39347,39688,40607,41962,42529,43913,45197,47360
NY,36093,42002,42477,43292,43862,45057,45859,46182,47517,49329,49687,51697
TX,48413,31134,28625,36838,36589,45267,46373,42375,40220,36297,40554,42255
GA,13249,24549,25301,25619,26367,25902,27661,29162,28769,30195,31837,33044
NY,36095,30074,30638,31482,32896,33592,34847,36007,37515,39716,40989,43113
MI,26153,29765,30806,31217,31738,32233,34541,35721,36773,38045,39657,41073
IL,17169,34483,35214,37588,38107,41635,40842,38436,39579,40564,42801,44586
NY,36097,31014,32906,34295,35459,36344,38075,39298,39271,40988,41513,43262
MO,29197,25424,26256,28729,26881,29827,30037,28350,27983,29572,29851,30715
PA,42107,32683,33662,34782,35144,35314,36723,38575,39331,40750,42481,44055
OH,39145,27991,28642,29731,30473,31298,33323,36035,35568,37014,39133,40144
MO,29199,30716,29659,32011,34193,36133,37848,32085,31870,33270,33263,36001
NC,37165,28470,29249,28338,28962,28592,29444,30480,30365,31846,32991,33938
KS,20171,39735,50683,61272,56126,70215,66153,66192,68677,62849,63771,74223
MS,28123,24813,25492,25218,26043,27297,29221,29362,28698,30789,31649,31585
MN,27139,43009,44305,47223,48992,49033,51940,53578,55172,57440,60759,62164
VA,51169,26266,27106,28888,29054,28872,29908,30986,31480,32501,33901,34589
TN,47151,23433,24112,25294,25560,26420,27087,27903,27832,28639,30501,31046
IA,19163,42317,43818,46664,47614,47069,48390,49404,50415,52227,54167,55758
MO,29201,32366,33159,34867,36300,36627,37949,37460,38036,39199,40193,41626
KY,21209,33397,33930,35480,37239,37658,38445,39430,41276,42019,42887,44335
IN,18143,27001,27599,28953,30837,31511,33459,34184,35578,36208,37464,38948
AR,5127,21338,21748,21977,24478,25744,27501,28413,28475,30378,31448,31159
IL,17171,30884,33121,36653,35177,40782,38479,35472,37924,38728,42897,41942
NE,31157,33110,33670,36393,38699,39150,41448,43194,43120,43090,45125,45992
GA,13251,24032,25035,27669,29182,29003,28909,30452,31370,32745,33915,35346
TX,48415,33020,36710,42021,43638,47491,49999,44445,38016,40996,43085,42915
AR,5129,23610,23980,25018,25650,25601,26690,27225,26258,26825,27117,28143
AR,5131,32266,32652,35501,36738,36688,38539,39636,39814,40598,41416,42821
CO,8115,36946,41283,47139,48776,50695,52180,48955,45781,45025,43602,48824
KS,20173,40307,39621,44897,47487,47974,50788,48950,47792,50424,52010,53577
FL,12117,35962,36740,37802,39382,39522,41333,43756,44446,47059,49451,51156
OK,40133,26201,28025,30693,32980,32446,33794,31494,30456,31425,33297,34658
GA,13253,29998,31054,35805,39735,39787,38578,38905,38788,40756,41975,47527
OH,39147,28996,30088,32329,32888,32947,34107,36644,37978,38195,39306,40607
NY,36099,29721,31040,31996,33072,33408,34267,35034,35566,38190,38553,40534
TN,47153,27453,28609,30174,32083,32155,32870,34212,34914,36285,37687,39154
OK,40135,25976,26946,27940,29277,29591,30507,31470,31566,31947,32470,33665
TN,47155,29195,29598,30798,32166,32966,34223,36048,37000,38352,40024,41136
UT,49041,25093,25409,26203,27068,27655,29179,30744,31359,33057,36126,37558
AR,5133,23083,23355,23584,26031,27342,29956,29997,30553,31700,32860,32001
NE,31159,37549,38150,42584,44138,44965,45773,46904,46375,48550,50882,52487
KS,20175,27113,29719,33236,32483,36497,38484,38272,37033,36752,38719,41567
TX,48417,57570,74163,98741,105318,127461,153002,107224,83888,108047,112335,113163
MO,29203,20907,21909,23278,25283,26555,26859,27576,28416,28759,30072,31184
MS,28125,22127,27110,29360,31593,35933,28249,29397,31241,34317,34090,34830
AR,5135,25612,26529,26466,28091,28400,31048,31848,31698,32742,34049,34403
CA,6089,33083,34622,35564,36380,37184,39690,42336,43601,44808,46589,48438
WI,55115,30875,32307,34088,35237,36007,37611,38722,39281,41024,42349,44196
KS,20177,37228,37298,38986,39793,39727,41482,42438,43596,44493,46957,47991
WI,55117,38688,38881,40835,44078,43351,45512,47340,48202,50830,53263,54703
KY,21211,34464,34788,36364,37697,37613,38721,40768,41996,43906,45173,46657
IN,18145,31306,33194,34740,36459,38023,38149,38613,40353,41971,43516,44799
OH,39149,31533,33095,36494,37574,39881,40985,41556,42631,44249,45551,46739
MO,29205,33979,34006,36967,36092,39605,40506,36736,36612,39058,38627,41446
IA,19165,38690,39654,46542,47381,50211,48774,49537,48445,49916,52869,56323
AL,1117,40997,41563,43927,46029,46090,48126,50211,50879,52454,54963,56830
TX,48419,28769,33554,32152,34444,35840,39158,42025,36914,39850,42441,41767
IL,17173,31642,33054,35438,33720,36901,35086,35593,36209,37903,40483,40517
TN,47157,38003,39378,41168,42971,42582,43775,45188,46008,47718,49417,50744
VA,51171,32506,33409,34955,36606,37120,39297,41102,41788,43092,45127,46680
MN,27141,33985,34707,37135,38656,39355,40710,42853,43662,45417,46660,47712
KS,20179,45426,47614,60466,60064,74225,54412,51914,55984,48733,46140,62156
WY,56033,55585,50434,47855,54769,48589,53466,51629,52611,54536,58622,59666
ND,38083,38462,52267,57886,53994,46863,34615,35803,39164,42187,48774,46962
NE,31161,33686,35320,42144,42879,46391,49462,50591,46960,45392,47126,48644
MT,30091,46686,48934,50036,56037,56125,48886,45937,41895,46857,47562,49659
TX,48421,34026,46353,63563,63159,67668,78229,112500,75662,95795,83594,97002
KS,20181,35339,38772,45014,43470,50901,40170,39734,40322,41580,44450,46588
OR,41055,44606,45535,54125,55972,53300,47940,52225,48587,48314,56344,56940
NE,31163,32733,31752,39289,42157,47763,47279,46755,42459,40037,41112,42984
MI,26155,28572,29615,31278,31887,32746,33756,35811,36503,37578,39107,40535
ID,16079,27853,29132,30859,33042,32721,33899,35789,35843,34976,36275,36793
MN,27143,35319,37116,40263,43205,42793,43375,44594,43760,45864,47316,49408
CA,6091,29540,31916,34018,36288,37201,40306,39895,42026,43664,45400,47245
NM,35051,28746,29912,30541,31499,31180,34386,35822,36503,37743,39547,42255
MT,30093,41563,42943,50224,51402,48504,46484,44775,45200,47838,48254,49285
MS,28127,28725,29569,29459,31201,32713,34054,33706,33145,35155,36439,36587
KY,21213,28024,28753,31067,32693,34633,35046,36187,36247,37413,37755,39235
IA,19167,31620,35040,40225,44308,45646,48410,51453,48438,52058,56477,58585
NE,31165,27855,33837,51754,48533,57051,70636,72811,66733,48051,51081,52159
ND,38085,20958,24148,27000,27986,26750,26383,26967,27327,25898,27485,28524
CA,6093,31224,32062,34295,35156,36239,38816,42373,43642,44615,46128,48021
AK,2220,47550,52311,58621,61789,65038,66164,68198,63794,68506,71315,74440
WA,53057,38159,38195,39820,42096,42576,44327,46138,47447,49436,52072,54505
AK,2230,67954,74123,76295,88161,83638,81433,72937,75010,77243,82671,86519
WA,53059,33457,32719,34648,37656,36563,38309,40038,42388,43471,46011,47461
ND,38087,63669,68328,67693,79390,61940,57977,41727,41699,48653,40042,46328
TX,48423,38803,42092,47092,47625,48849,51196,47229,46386,52319,55281,56292
KS,20183,35062,36753,46908,42161,47769,40006,42082,40398,40859,45541,53381
TN,47159,29056,29500,30526,31623,33273,34065,34735,35013,36429,38797,40290
MS,28129,26659,27796,26015,28400,31900,33740,32525,30952,34204,35751,35445
VA,51173,27667,28557,29993,31207,31996,33579,34500,35351,35948,36942,38090
WA,53061,39721,39926,41956,44061,44668,46890,48568,50247,52349,55982,58729
PA,42109,32229,33089,34719,35239,36229,37278,38579,38848,40383,41956,43286
NM,35053,26588,28321,29097,30093,29546,31483,32431,33085,33409,34494,35867
CA,6095,37522,37721,39033,39562,40968,42593,45179,47207,48593,50756,53505
NJ,34035,68606,69227,71429,75156,78451,83429,88447,92514,99189,105161,109916
PA,42111,30907,34199,34876,35532,35428,36611,37865,38136,39845,41424,43103
ME,23025,31800,32244,33183,32836,32238,34021,35260,35916,36702,37752,39282
MD,24039,24940,25701,26386,26825,28144,29695,30529,30062,31313,31486,31668
TX,48425,34238,36096,38743,39424,40995,42735,43200,43651,44883,44405,45812
CA,6097,41828,42971,45065,46922,48610,51550,55437,57378,60027,63397,66700
AK,2240,38182,40436,43062,42210,43127,45228,47412,46835,47918,50475,52458
GA,13255,26745,27312,29058,29262,29523,30700,32103,33025,33617,34786,35740
SC,45083,31158,32023,33817,36138,35181,38171,39674,40965,41803,43055,44169
IN,18147,32711,33802,35366,36503,38056,38946,39389,40274,42226,43836,46393
KY,21215,32259,34204,35346,36720,36705,38426,40118,41454,42162,43573,45208
SD,46115,49214,47112,59942,57406,72034,65703,59938,57976,53075,57727,55810
WA,53063,34583,35204,36632,37990,38140,40052,41677,42757,44483,46906,48436
LA,22087,30960,30650,29667,28725,28046,28776,29899,30664,31433,32454,33556
LA,22089,39673,39965,42566,44086,43762,44877,46143,45965,47371,48436,49660
MO,29183,39813,39959,41862,44141,44891,46166,48052,49200,50758,52735,54472
MI,26147,31296,32381,34322,35923,36298,37661,39601,40771,42252,44056,45662
MO,29185,25294,25412,25794,26860,26905,28322,28090,28294,28848,29159,30578
IL,17163,35507,36525,37699,38023,38357,39660,41552,41698,43056,44618,46116
AL,1115,29339,29624,30913,32367,32429,33881,35138,35951,37413,39329,40766
WI,55109,37967,39342,42233,43876,45133,47701,49773,51482,53774,55970,57328
AR,5123,22534,22969,24680,24237,25499,25620,25540,26045,27104,27844,29154
MO,29187,26987,27125,27838,28742,29039,30124,31040,31814,32741,33940,34886
LA,22091,33169,34330,35568,35296,35540,37448,38230,40245,39867,41786,43338
LA,22093,36314,38792,39615,41253,41708,43398,43286,42892,45916,50953,52567
LA,22095,33491,34275,35485,37148,39925,40027,38900,37997,38941,40036,41368
FL,12109,49496,52669,55126,58419,57898,59456,61153,62435,66610,69698,70498
IN,18141,33905,34718,36708,38665,39177,41342,43837,43760,45904,47801,48535
MI,26149,27716,29113,30373,31383,32006,32636,34616,35460,37351,38099,38936
LA,22097,32383,33655,35048,36719,37753,39123,39240,38525,38987,40598,41922
NY,36089,28437,29630,30573,31359,32200,32987,34020,34729,37054,37892,39697
MN,27137,35228,37730,40246,41122,40862,42272,43429,43259,44832,47058,48718
MO,29189,50850,53676,55054,60733,58066,61078,62745,66173,66207,71086,73016
MO,29510,34958,35558,37821,39187,40937,40931,42372,42950,44500,46832,48202
FL,12111,30277,30278,31847,33129,33372,34638,35978,37762,38441,39881,41125
LA,22099,31351,32613,33783,36958,38702,40064,37944,35817,35693,38034,39053
LA,22101,34508,35965,36009,39694,38849,39590,39733,36418,37318,39580,40746
MD,24037,45358,46916,48960,49302,49184,50585,52245,53437,54546,56815,58582
LA,22103,45081,47743,47049,50430,50346,57220,55722,55153,58810,64548,65938
KS,20185,43433,46853,58324,54817,61017,57797,47547,46626,44379,47655,55629
VA,51179,45692,46648,48283,49277,48756,49152,50760,51868,53092,54766,56346
CA,6099,30845,32118,33416,34624,35381,38171,40606,41604,42592,43631,45742
SD,46117,46998,46289,53966,56594,60359,58897,62849,60260,64378,59324,62601
NC,37167,28501,29135,30121,31522,31941,33461,34738,36212,37797,38804,40157
NE,31167,33461,35075,43701,37229,37273,36522,41992,41028,40847,43753,45869
KS,20187,48221,55145,71095,62668,82808,62899,62608,57916,60183,62021,75841
OH,39151,33486,34309,36771,38287,38667,40249,41740,41859,43418,45051,46441
ND,38089,40802,50836,62792,75531,76260,85062,71024,58841,59774,61501,63942
IL,17175,32213,32675,39612,38855,47499,43072,39283,41172,42429,44534,42563
IN,18149,25765,27395,28708,29919,31447,31691,32267,32756,33878,34989,35648
TX,48427,20179,21726,22545,22981,23580,24415,24708,24701,25497,26887,27713
MO,29186,31634,31771,33000,35296,33487,35354,36044,36229,38202,41013,41802
MN,27145,33517,34651,37465,39108,40213,42478,43351,43151,45215,46789,47938
MN,27147,35783,36772,38908,40545,41539,41746,42345,42975,45398,46695,48580
ND,38091,42874,59943,56982,82209,56987,54667,48354,56165,51159,55534,57770
TX,48429,42285,47229,55278,52465,55799,57073,43004,37590,36061,43033,43971
OK,40137,34552,37028,39862,44129,43366,47693,42180,38533,38970,42138,43723
GA,13257,27603,28510,29975,30947,32691,35382,37554,37192,38455,38752,39335
IL,17177,32100,33565,36143,37033,37952,38436,39366,40146,40774,42375,42980
TX,48431,36552,36248,46809,55923,63528,67262,55884,53512,57888,60758,61920
IN,18151,29582,30711,33041,34895,35348,36621,37307,38800,41269,43443,44854
NY,36101,33045,35503,36578,37351,38373,39563,40885,41275,43554,45241,47212
KS,20189,34619,39357,43143,40621,51499,44654,39031,38900,39531,42270,49540
WA,53065,28918,29745,30823,31765,32761,34600,35590,36437,37583,39469,40863
MN,27149,37404,40984,46385,59066,53700,53963,48270,45317,47075,47182,50696
GA,13259,18605,19703,20949,19993,22012,20940,20891,20872,21267,22058,23081
TN,47161,34734,36809,38288,37792,36730,36558,38145,38691,39093,39620,41155
MT,30095,34309,36100,40551,42293,42703,44823,46785,48227,50656,52483,53913
MO,29207,31145,31575,35263,34439,37607,35211,35678,36968,37039,35848,37365
NC,37169,28115,28534,29220,30557,30437,32108,33495,34351,36034,37620,38835
MS,28131,26507,27409,29140,28912,29331,29979,29896,30289,30427,32685,33369
