State,Region Code,2011 Q1,2011 Q2,2011 Q3,2011 Q4,2012 Q1,2012 Q2,2012 Q3,2012 Q4,2013 Q1,2013 Q2,2013 Q3,2013 Q4,2014 Q1,2014 Q2,2014 Q3,2014 Q4,2015 Q1,2015 Q2,2015 Q3,2015 Q4,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1
NM,35021,26.92307692,26.92307692,25,23.07692308,25,21.42857143,22.22222222,23.07692308,16,8,7.692307692,7.692307692,7.692307692,7.407407407,7.407407407,7.692307692,4,4,8.333333333,0,0,0,0,0,0,4.545454545,4.347826087,4.166666667,4.166666667,4.347826087,0,4.166666667,8.333333333,7.692307692,7.407407407,7.407407407,7.692307692,7.692307692,7.407407407,3.846153846,4
WV,54031,35.12476008,36.01532567,35.04761905,37.57225434,36.17021277,34.9609375,35.88235294,35.81213307,34.60076046,37.00189753,36.18181818,35.6238698,34.11978221,33.51449275,32.00723327,33.82084095,33.27239488,33.3938294,32.85714286,32.44206774,31.61634103,31.27208481,31.67259786,31.77737882,31.23877917,29.4755877,30.05366726,32.62411348,32.73703041,32.37410072,31.90730838,31.6254417,30.37300178,30.79646018,32.09876543,30.72916667,29.93079585,27.88296041,25.77854671,27.04081633,25.96314908
MD,24025,27.27451753,27.01775032,27.02623336,27.15322739,27.13063993,26.48680583,26.81465475,27.24161533,26.75712612,26.85419506,26.83342808,26.81826724,26.03294118,25.59428733,25.6316676,26.1714392,25.16722408,24.80260102,24.86305821,25.08565608,24.50508788,23.95900656,23.99595625,23.6979405,23.53479016,23.30833943,23.31653688,23.26859656,22.90272302,22.70646402,22.86000182,23.4829932,22.93644336,22.67836152,23.25791039,23.38680606,22.78218536,21.5980586,21.48095153,21.34911453,20.72856508
NE,31083,21.62162162,17.85714286,17.85714286,17.85714286,17.85714286,18.01801802,15.04424779,15.51724138,17.09401709,15.25423729,17.6,18.03278689,15.83333333,17.88617886,21.13821138,19.67213115,20.83333333,18.18181818,19.00826446,19.16666667,19.16666667,18.6440678,17.64705882,17.5,19.49152542,20.16806723,18.33333333,19.00826446,19.32773109,16.94915254,20,20,16.51376147,16.19047619,16.66666667,14.01869159,17.14285714,16.03773585,20.37037037,17.59259259,19.09090909
KY,21095,43.01856336,42.24555735,42.40454915,42.32026144,42.17462932,42.28243021,41.98347107,43.61968307,43.57495881,43.50328947,42.36111111,43.25581395,41.83514774,41.47859922,42.41245136,41.82955434,40.28103044,41.19937695,39.72071373,39.52049497,38.92773893,37.84206411,37.80584057,38.125,36.94117647,35.61320755,35.99052881,36.78797468,36.66666667,35.90150913,36.29807692,35.70274637,34.79318735,36.02329451,36.83774834,37.92250618,38.38467943,36.13655287,35.39232053,34.89148581,33.91521197
OK,40057,38.0952381,36.69724771,33.02752294,33.33333333,30.8411215,29.62962963,37.38317757,27.61904762,29.35779817,30.8411215,32.40740741,33.03571429,32.14285714,27.27272727,31.19266055,29.09090909,27.27272727,28.18181818,32.11009174,30.63063063,27.27272727,26.85185185,27.10280374,28.18181818,29.46428571,30.55555556,31.77570093,30.55555556,30.27522936,28.94736842,30.76923077,28.81355932,29.56521739,31.30434783,35.34482759,31.57894737,31.48148148,30.55555556,30.35714286,31.81818182,34.25925926
NC,37085,42.36815416,42.21662469,41.89325277,41.71686747,41.08081061,40.625,40.91701969,41.27375957,40.80136819,40.81139821,39.90261999,40.16166282,39.7651393,39.22237381,39.21924648,39.26242411,38.49409668,38.89753279,39.0162475,39.50941743,38.73638344,38.12405446,38.12980359,38.18104728,37.54512635,36.83541623,36.49189303,36.83987275,36.28997868,35.4907844,36.07286592,35.89689415,35.56397306,35.34119629,36.37887678,36.53044204,35.48925516,34.39490446,34.10663411,34.11025537,33.12575331
OR,41025,25.08960573,23.32155477,23.92857143,22.71062271,22.6618705,22.90909091,24.16356877,27.30627306,26.83823529,26.54545455,24.55516014,24.54873646,24.82269504,24.12587413,24.56140351,22.14532872,21.72413793,22.49134948,24.32432432,24.65753425,25.08591065,22.75862069,22.49134948,21.47887324,22.45614035,22.22222222,23.183391,23.54948805,20.97902098,22.45614035,22.26027397,21.50170648,22.06896552,23.10344828,22.18430034,23.1292517,20.40816327,19.45392491,20.27027027,17.44966443,17.05685619
KS,20077,23.04147465,20.54794521,21.19815668,21.96261682,19.8156682,21.02803738,20.85308057,21.39534884,20.75471698,21.96261682,22.47706422,21.39534884,20.18779343,20.46511628,21.9047619,23.33333333,23.44497608,24.87804878,21.56862745,22.05882353,22.70531401,21.63461538,21.96261682,24.41314554,21.84466019,23.1884058,21.84466019,21.3592233,18.44660194,19.7044335,20.87378641,20.60301508,21.84466019,21.84466019,21.63461538,22.33009709,22.05882353,21.07843137,20.77294686,20.67307692,21.22641509
OK,40059,23.21428571,24.32432432,23.07692308,27.19298246,24.34782609,21.92982456,24.56140351,22.60869565,25.42372881,22.88135593,25.20325203,25,22.88135593,23.33333333,21.66666667,20.86956522,20,23.72881356,23.7704918,22.76422764,23.7704918,22.95081967,23.96694215,26.05042017,23.33333333,23.7704918,24.59016393,25.61983471,24.3697479,27.11864407,24.78632479,23.68421053,25.2173913,24.77876106,23.47826087,26.05042017,21.66666667,21.00840336,21.18644068,19.84732824,21.96969697
TX,48201,41.93169593,41.66602423,41.72312224,42.04132503,41.74930346,41.39051925,41.44695862,41.48344371,40.3023873,39.96851804,39.40055092,39.18583823,38.46071194,38.03863112,38.13723462,38.22343358,37.58470295,37.2502773,37.16540983,36.88129125,36.3114527,36.06297232,36.02275146,36.18477431,35.8754254,35.62463548,35.54945566,35.38277192,35.03935854,34.65900119,35.00800373,35.20514604,34.82172724,34.51615309,34.62369392,34.65218691,34.35306396,33.05873926,32.60218787,32.40769959,31.5198704
GA,13145,30.67694944,30.03384095,31.23938879,30.54145516,30.54852321,31.29770992,31.73400673,31.93979933,31.45973154,31.67907361,31.40562249,31.58313445,30.48973144,30.62645012,30.69838833,30.59815951,30.0608828,30.22900763,30.19877676,30.77501881,29.70742686,28.68913858,28.99408284,28.44444444,28.0857354,26.95970696,27.54050074,27.82738095,26.58227848,26.09022556,26.63656885,27.52225519,26.35085122,26.65198238,27.06222865,27.98854689,26.6952177,25.43921293,25.17289073,24.64065708,22.7926078
MS,28047,40.31516743,40.52278996,40.51825677,40.51825677,40.81045752,40.42385152,40.74561981,41.78046218,40.6964657,40.53668654,40.34913953,40.48507463,40.10410212,40.1532946,40.5239208,41.13962913,40.769893,40.48142717,40.57935735,40.73848404,40.28234149,39.88088003,39.73772859,39.77735217,39.91867974,39.38380702,39.49760766,39.98804543,40.16941064,39.56030897,39.74434844,39.77647059,39.07681466,38.91492852,39.21500116,39.29191253,38.98971217,37.40808824,36.94957791,36.39872843,35.34004753
WV,54033,31.68053245,31.24585818,31.36212625,30.76155637,30.26052104,30.65108514,30.74335688,31.12761648,30.41876047,30.25830258,30.32340698,29.91922456,29.98046875,29.98379254,30.64985451,30.25210084,29.40226171,29.28802589,29.0529695,29.46658098,28.97526502,28.57601026,28.49856551,29.10305344,28.69372226,28.30368488,28.61685215,28.95073576,27.67598843,27.64932563,27.79021426,28.30248883,27.33974359,27.7831248,27.78670093,27.8809219,27.07998715,26.57004831,26.07717042,26.4017943,25.06393862
MO,29081,24.0625,26.46153846,26.42642643,25.3869969,23.67601246,25.3125,25,25.23364486,25.78616352,26.25,24.11764706,21.82890855,21.95845697,22.55192878,23.34293948,21.71428571,22.59887006,22.66288952,23.31460674,20.45454545,20.9631728,21.26436782,22.22222222,22.25433526,22.6744186,22.9226361,21.14285714,22.06303725,22.09302326,21.40762463,20.76023392,22.35294118,22.60869565,23.23529412,22.47838617,21.34502924,21.70087977,18.93491124,19.59064327,18.60465116,17.29106628
IN,18061,31.63804491,30.98220171,30.96179183,31.26649077,29.03654485,28.81921281,28.59042553,29.28954424,28.50498339,28.60927152,28.70071105,28.65421764,28.37837838,28.14485388,27.80580076,27.45098039,26.31578947,25.49143944,25.53865653,25.32915361,24.8125,24.89028213,24.4375,25.23020258,24.72392638,24.49725777,24.89296636,24.31444241,23.04878049,24.01455428,23.50835322,23.25855962,22.60920897,22.32089994,22.30723955,22.07792208,21.36904762,20.49469965,20.6592113,20.74468085,19.59619952
OH,39067,34.43708609,33.06451613,33.17230274,32.95269168,33.17073171,32.52427184,32.20064725,32.18954248,31.54471545,31.9218241,31.68789809,31.74603175,30.99041534,31.04,29.50558214,29.14012739,28.12006319,28.36767036,28.12006319,28.10047096,27.08661417,27.73375594,27.61310452,27.57009346,27.38654147,27.67295597,28.4144427,29.30232558,28.88540031,27.57009346,27.7258567,27.77777778,27.33017378,27.23004695,26.93498452,26.38888889,26.40625,26.51162791,27.38461538,26.50231125,24.49922958
IA,19085,27.52442997,28.05872757,27.21311475,26.8852459,27.24306688,26.99186992,28.57142857,29.18032787,28.33876221,29.51612903,29.49526814,28.29888712,29.20634921,28.30188679,28.88888889,27.46031746,25.19809826,24.64,24.87961477,24.83974359,22.72727273,23.38709677,23.08917197,22.77070064,21.08626198,20.76677316,21.64781906,21.44026187,20.81967213,21.32231405,21.06135987,21.44026187,18.88341544,18.15181518,18.13643927,19.03171953,18.13643927,17.80366057,18.93687708,18.15181518,17.6182708
TX,48203,44.88727858,44.43551627,43.76764825,43.44295575,43.45889024,42.85714286,43.19935039,43.70700121,42.65479563,42.51207729,41.7869684,42.30171073,41.75058095,40.09957871,40.12982054,40.38240918,39.71766501,39.06905761,39.22928709,39.41829315,38.65125241,38.68501529,37.88279773,38.5046729,38.18926975,37.73654917,37.98965262,37.77777778,37.14179382,36.99701937,36.58355043,36.9025565,36.55400441,36.63257852,36.14852566,36.99527101,35.74791742,34.85611511,34.97307002,34.75177305,33.76944837
KY,21097,38.46153846,37.92207792,37.4025974,38.54166667,38.55263158,38.10143043,37.89473684,39.23884514,38.57142857,37.33681462,37.98256538,39.10336239,37.64115433,36.96202532,36.67083855,36.13861386,32.92383292,33.5373317,33.37408313,32.59803922,32.96568627,32.76492083,33.25301205,32.61390887,33.17365269,33.57142857,34.52380952,33.8902148,33.72921615,33.0548926,34.31257344,34.62897527,33.4519573,32.30769231,32.66033254,33.37278107,32.58293839,29.87012987,30.46044864,30.87885986,30.04694836
VA,51660,31.61239079,31.97767145,31.92338388,30.97913323,30.60413355,29.96015936,29.04800651,28.89795918,27.88778878,27.85947712,28.03666921,27.87377911,27.11480363,27.04447633,27.12842713,28.19225251,26.9010043,27.37068966,26.4516129,26.80851064,27.05382436,26.42045455,26.18878637,26.76553672,26.63421419,27.5242047,27.36044108,27.75119617,26.44853442,25.80424367,26.16438356,25.85733882,26.2980445,26.47849462,26.85060565,26.17449664,24.78519498,23.53714661,23.84412153,23.79400261,22.56809339
GA,13147,36.2244898,37.47433265,36.94530444,37.11340206,35.74380165,36.59793814,36.76012461,36.06217617,36.2704918,36.49484536,35.01984127,34.26017875,34.80392157,34.18719212,34.74827246,34.9112426,34.34739941,33.726647,34.12228797,35.78431373,35.05859375,35.22504892,34.23597679,33.984375,33.95303327,33.91642371,33.71428571,32.51184834,31.58896289,32.69961977,31.21442125,31.01207057,31.97781885,31.33640553,31.03764922,31.87214612,31.3059034,29.10381544,28.64721485,28.06394316,27.88038698
KY,21099,32.82208589,32.82208589,32.97213622,32.97709924,31.91489362,32.57575758,32.97709924,33.02752294,33.38437979,33.07810107,31.93641618,32.60869565,32.85094067,33.1884058,33.23699422,32.36151603,30.80291971,30.20231214,30.04291845,30.71428571,31.14285714,30.28571429,31.01983003,30.58659218,29.76680384,30.35230352,30.6122449,30.08241758,29.94505495,28.90733057,28.86740331,29.91803279,30.57065217,29.16666667,29.90654206,30.47493404,30.37135279,29.31726908,29.89417989,28.89480692,28.47593583
CT,9003,27.25815072,26.68448446,26.93292083,27.25451467,26.8243569,26.50448507,26.8148485,26.95812633,26.36003128,26.1996458,26.15451365,26.53542667,25.68124632,24.8304949,24.93079953,25.34942821,24.83535666,24.35465178,24.3982725,24.87645022,24.15768906,23.64024455,24.11319668,24.52505219,23.99205665,23.64877232,23.90678941,24.27826993,23.61767085,22.9734991,23.23624595,23.93195588,23.4813205,23.02253302,23.42860101,23.89193098,23.49681709,22.02572762,21.82868043,21.5632314,20.72888843
TX,48205,33.33333333,32.23684211,31.97278912,30.40540541,30,31.33333333,33.10810811,31.03448276,29.72972973,30.66666667,32.02614379,32.69230769,30.81761006,32.91139241,29.29936306,30.12820513,36.77419355,35.03184713,35.58282209,32.72727273,33.95061728,34.52380952,32.14285714,31.92771084,29.58579882,30.48780488,32.31707317,35.29411765,33.12883436,31.51515152,29.87804878,28.48484848,28.91566265,26.875,30.24691358,28.10457516,27.63157895,23.48993289,25.85034014,25.82781457,25.33333333
KS,20079,23.54294479,23.89649924,23.04147465,23.30769231,21.8870843,22.86158631,23.71695179,23.01092044,22.92152292,23.50194553,23.70979806,23.63090773,23.16341829,23.64312268,23.57301705,24.23133236,23.90029326,23.24046921,22.88196959,23.22070453,22.5,21.69878658,22.3796034,23.04989459,21.46853147,21.05997211,20.87988827,21.46341463,20.72575017,20.21126761,19.01060071,20.07042254,19.54834157,19.09795631,19.44837341,20.0139958,18.57541899,17.60168303,17.51054852,17.14285714,15.94405594
KS,20081,26.27737226,26.24113475,25.53191489,26.76056338,24.82269504,24.82269504,24.44444444,27.73722628,28.67647059,27.20588235,27.85714286,28.36879433,26.95035461,24.47552448,27.39726027,28.57142857,25.85034014,24.48979592,25.5033557,27.63157895,25,25.17006803,25.5033557,26.02739726,21.23287671,23.44827586,21.67832168,20.40816327,20,18.05555556,18.91891892,17.48251748,17.24137931,18.91891892,22.07792208,22.72727273,17.10526316,16.89189189,15.06849315,15.27777778,14.78873239
OK,40061,37.08133971,38.33718245,38.16091954,37.24137931,35.96287703,36.86635945,36.80555556,37.2960373,37.16216216,36.40449438,38.19742489,38.86462882,37.74403471,37.17391304,36.26609442,38.60759494,38.75802998,37.65957447,39.49044586,38.65546218,38.28451883,36.6255144,36.41975309,36.7983368,38.31967213,38.38383838,38.91129032,37.60162602,38.4305835,38,38.6,37.22334004,38.336714,38.97959184,38.57142857,39.7979798,39.35742972,38.64541833,38.46153846,38.87775551,38.30645161
TX,48207,35.98130841,37.08920188,35.64814815,35.18518519,35.18518519,34.86238532,34.40366972,33.33333333,32.85714286,30.76923077,32.42009132,31.27962085,30.18867925,30.8411215,30.8411215,29.52380952,30.18867925,31.10047847,31.9047619,31.77570093,28.77358491,27.35849057,27.96208531,29.66507177,29.32692308,28.22966507,27.88461538,28.7804878,29.18660287,27.40384615,27.48815166,27.44186047,28.77358491,27.18446602,27.80487805,28.36538462,28.29268293,28.6407767,27.45098039,26.44230769,24.17061611
HI,15001,30.26859504,29.60604265,29.89476805,30.0417039,29.32241251,29.05445841,29.09418116,28.8452898,28.56079774,27.97265161,28.10880829,27.89693393,27.08810069,26.70478914,26.47477914,26.52167773,25.96234897,24.69361882,24.39742152,24.16888764,23.48093309,23.10047314,22.35766727,22.33676976,21.88395904,21.37113262,21.50712831,21.92021636,21.42375624,21.14685691,21.13131313,21.62887428,21.27231244,21.42665594,21.44194757,21.7397096,21.42857143,20.73818375,20.15565229,19.73011922,18.87828474
TN,47073,36.48361005,36.22383597,35.97770154,35.45611015,35.35223368,35.97587247,36.06204222,36.14200171,35.44951001,35.12132822,35.67880795,35.705471,34.56334563,34.53880536,34.11764706,34.17207792,33.77723971,33.14538864,33.85542169,33.7465014,32.95955146,31.70731707,32.46908656,32.69992082,31.81102362,31.27943485,31.62225705,31.87772926,31.15537849,30.66188198,30.86124402,31.23764334,30.65088757,30.56426332,30.98207327,31.81818182,31.12145906,29.34824528,29.42758356,28.92720307,28.27084927
NE,31085,11.76470588,6.060606061,6.25,3.333333333,6.896551724,6.666666667,9.677419355,9.677419355,9.677419355,15.625,6.451612903,6.451612903,9.677419355,10,6.666666667,12.90322581,9.677419355,12.90322581,10,10,10,12.90322581,9.677419355,6.666666667,9.677419355,6.666666667,6.666666667,6.666666667,6.666666667,6.25,9.090909091,12.12121212,15.15151515,9.090909091,9.090909091,14.70588235,13.88888889,13.88888889,10.81081081,10.81081081,8.571428571
TX,48209,37.27406861,37.59647189,37.86656891,37.87629995,36.93089062,37.11601012,37.13004484,37.33071989,36.62219101,36.15344193,35.36687281,35.27855844,34.45978879,34.06397142,33.54776455,34.23680456,33.53658537,33.28211432,33.12053504,32.92205838,32.51935676,31.72121566,31.97357081,32.0591161,32.07890319,31.86036847,32.36179529,32.10196292,31.18133731,30.89116824,31.39107612,31.79040437,30.97993827,30.61120974,30.68296371,31.04218362,30.56099951,29.14396416,28.10223337,27.92154082,26.89173458
NC,37087,30.79724808,30.93322607,30.93788063,31.1555737,30.50638123,30.67858594,30.23161317,30.25995126,29.53722334,29.87117552,30.13539652,30.35921205,30.29480217,30.46844754,30.01549187,30.12001549,30.64142195,29.93484094,29.52270978,30.05380477,29.33282209,29.27945101,29.18082295,29.45823928,28.72062663,28.35820896,27.92086599,27.84196795,27.0119225,26.81294161,27.37037037,27.94389073,26.74805771,26.77252585,26.02339181,25.86520947,25.61594203,24.1579138,23.85420426,23.90208783,22.68152408
TN,47075,49.5460441,49.8694517,50,49.53519256,50.33921303,48.98236092,49.18918919,49.12043302,47.25568942,47.27755644,46.14427861,47.34895191,46.10705596,46.3592233,45.84352078,45.12195122,45.75645756,47.08798017,46.25935162,47.34239802,44.70734745,44.29280397,44.29447853,45.04283966,43.99509804,43.08641975,42.64524104,43.58655044,44.26229508,44.80600751,45.30663329,46.14427861,44.68085106,44.95641345,45.9798995,45.61403509,44.73684211,42.7680798,43.96014944,44.19475655,43.866171
GA,13149,51.26436782,50.91324201,51.03448276,50.23148148,50.68807339,49.1954023,49.42263279,46.99074074,48.95104895,49.4199536,48.26839827,48.6784141,46.22030238,46.82713348,47.85407725,46.1038961,46.35193133,44.65811966,44.23076923,43.62850972,44.24778761,43.23725055,42.73127753,42.67241379,41.23931624,41.46868251,42.54859611,42.27467811,40.64516129,41.31868132,40.73275862,40.85106383,41.27659574,40.43010753,40.86021505,39.02953586,39.53488372,39.11205074,39.62264151,40.49586777,36.7768595
TX,48211,25.85034014,24.65753425,22.60273973,22.81879195,26.53061224,25.51724138,25,26.02739726,25.17006803,27.15231788,29.8136646,30.81761006,27.84810127,28.84615385,29.22077922,28.47682119,26.14379085,26.4516129,28.20512821,25,26.28205128,27.09677419,26.28205128,25.32467532,25.80645161,25.80645161,23.22580645,21.93548387,20.91503268,20.77922078,21.19205298,22.36842105,21.19205298,20.80536913,21.42857143,20.91503268,20.39473684,20.26143791,22.14765101,21.37931034,19.44444444
AR,5057,42.28791774,43.00254453,43.29896907,43.58974359,42.70833333,43.36399474,44.04761905,44.90066225,43.90563565,43.28165375,42.61083744,42.70072993,41.99759326,41.05011933,42.02380952,41.63701068,40.33018868,39.97613365,40.33412888,40.45618247,40.35928144,39.18757467,39.64285714,38.84297521,38.07285546,36.38497653,37.54427391,37.5,36.59117998,37.67942584,37.96407186,39.49880668,39.83253589,38.92215569,39.47368421,39.5631068,38.65030675,36.86806412,36.69501823,36.10771114,35.83743842
TN,47077,39.54451346,39.91683992,39.20750782,40.06276151,39.81092437,39.18067227,39.2033543,38.88314374,39.3153527,40.47131148,39.11764706,39.72736125,39.64671246,38.57404022,38.61751152,37.59259259,37.12962963,37.02677747,37.25850966,37.68382353,37.36263736,37.29582577,35.97449909,36.13369467,35.87647593,34.54215775,34.40073193,34.35185185,33.76865672,33.14711359,33.20930233,33.67346939,32.93135436,33.1792976,33.05860806,34.05797101,33.21266968,32.46636771,32.77087034,32.80141844,32.33215548
TX,48213,42.38325282,42.40871236,41.96542894,42.26475279,40.54487179,41.51427655,40.83145343,40.87685364,40.05763689,39.232,39.4335512,38.98199876,38.58779808,38.72249389,37.31163351,37.54469607,37.7757901,37.9784689,38.46838825,38.05179517,37.2537489,36.23315759,36.97600463,36.7786391,36.02165859,35.22404991,35.04659701,35.32731377,35.31399606,34.50127155,34.9901713,35.0348675,35.04201681,35.33519553,34.93377483,34.79683665,34.5799458,34.00591875,34.12613576,33.59083644,32.76550439
IL,17071,24.85207101,23.42342342,23.63636364,23.93939394,25.67975831,24.01215805,23.40425532,23.7804878,25.3776435,26.29969419,25.67164179,26.5060241,25.15151515,25.83586626,23.85321101,24.31610942,23.10030395,22.41887906,20.95808383,22.08955224,22.68656716,23.31288344,24.84662577,23.92638037,23.29192547,22.8125,23.34384858,23.27044025,23.83900929,24.30769231,23.40425532,23.45679012,23.00613497,23.14814815,23.83900929,22.36024845,21.76656151,19.93670886,19.30379747,19.42675159,18.15286624
KY,21101,33.12985572,32.81767956,33.61064892,32.6987682,32.32323232,31.62344983,31.92567568,31.73888576,31.7620651,32.20244716,31.89102564,32.56561328,31.96419168,31.62888772,32.71962125,31.92927717,31.13553114,30.52356021,30.93980993,30.13192612,30.56286165,29.96845426,29.90067956,29.87355111,29.83571807,29.63944857,29.68667021,30.03194888,29.89361702,29.26045016,29.10447761,30.13771186,29.63752665,29.97858672,30.07478632,31.40716961,29.76318622,28.94029048,28.60991379,28.1469476,27.19913654
NC,37089,26.11359887,25.68613652,25.38823529,25.62766461,25.33521524,25.10548523,24.77256823,25.25676937,24.83190355,24.45010419,24.46927374,24.21944692,24.06832298,24.53368444,24.01660839,24.56178316,24.03368603,23.92097917,23.676345,23.26026814,23.28187778,23.06393754,22.92927185,22.84878864,22.42411728,22.31370935,22.43733442,21.97556008,21.36317396,21.57139972,21.2808673,21.34316461,21.09763372,21.10891089,21.07030016,21.17371807,20.83008574,19.5335277,18.996139,18.78718096,18.1017987
IN,18063,28.70691227,28.65188953,28.97520058,28.62371889,28.75159934,28.58705561,28.90780656,28.55067199,27.50721501,27.40860796,28.19047619,27.84700588,26.96551724,27.06754253,27.03697507,27.64969315,26.45643154,26.40949555,26.45372645,26.56657963,25.33944054,24.89424016,24.97993257,25.15141855,24.58782498,24.59119497,24.72881622,25.20287141,24.44305967,24.42653441,24.55302096,24.56301748,23.16080479,22.43589744,23.24807023,23.84175692,22.5535741,21.26042908,21.19195504,21.20058565,20.06429928
FL,12051,46.09756098,46.42563681,46.19246862,46.44945698,46.36824324,47.05387205,47.09351306,47.06867672,45.25185797,44.95488105,42.82389449,42.86821705,42.80185759,42.61667942,41.8126428,42.81414597,42.67371601,42.47921391,42.10925645,41.92336589,41.5052161,41.01796407,41.38702461,41.05029586,40.48316252,40.88921283,40,40.2349486,39.36950147,38.65119652,38.74195854,37.59828449,36.93629205,35.87347232,36.19322278,36.31840796,36.73036093,36.04240283,35.62978427,34.95482974,34.98950315
MN,27053,24.59242646,24.22306815,24.232383,24.37891205,23.85604002,23.61909684,23.63792548,23.78504573,23.11570617,22.84670448,23.12475709,23.17145244,22.35121892,21.82563021,21.68630933,21.93406153,21.19980784,20.69919767,20.7708822,20.79598636,20.05430259,19.84749455,19.60526316,19.70334423,19.24670654,19.03620095,19.06559514,19.11656108,18.5086057,18.15432051,18.29208838,18.43590589,17.93063472,17.6137349,17.73542083,18.16217663,17.72418413,16.45906791,16.13459549,16.07648184,15.33619073
VA,51087,32.2761194,31.67732017,31.79541047,32.19598965,31.9228275,31.61003236,31.87681393,31.68985764,31.23902283,31.10207985,30.86693703,30.98280846,30.39817975,30.00377786,29.96018331,30.30484608,29.29451288,29.0998583,29.18276374,29.20557285,28.79245561,28.74273523,28.68211388,28.45930233,28.03873392,27.99739828,27.62179719,28.2802182,27.54072366,27.07031531,27.22580645,27.56945932,27.13646374,26.9307071,27.03506908,27.31611454,26.42661613,25.11861569,24.74190848,24.42556747,23.97317687
IL,17073,24.92795389,24.4113407,24.53012048,24.66216216,24.08759124,23.79072063,23.62008951,24.26507225,24.71576866,24.86406327,24.68899522,24.47318008,23.92755005,23.36182336,23.27790974,24.07582938,24.13793103,23.78250591,23.46891071,23.57343312,23.09124767,22.8372093,22.68712227,22.49183388,22.69736842,22.83169245,23.50746269,22.91569632,21.69634489,21.54929577,22.79962547,23.15986873,21.52614225,21.22352941,21.54644036,21.78030303,20.89481199,19.69407266,19.21065145,19.43262411,18.3538316
OH,39069,27.48091603,25.9762309,25.4918734,26.53414002,25.71428571,25.64766839,25.88134136,25.71428571,25.08591065,24.24763543,24.60383653,24.76987448,23.82550336,24.32885906,23.72598162,24.5409015,22.78797997,22.72347536,21.41078838,21.96531792,22.0661157,21.60596026,21.84942717,22.48569092,21.94127243,22.63071895,23.36601307,24.29149798,22.68292683,21.70731707,22.03252033,22.41238794,21.72497966,22.06001622,22.90322581,22.01462226,21.66802944,20.52545156,20.47697368,20.41152263,19.93464052
KY,21103,37.63277693,37.48125937,36.04826546,37.13850837,36.04294479,33.7962963,34.62132921,34.5146379,34.09436834,34.23423423,35.14285714,36.3372093,34.00868307,34.75699558,35.10324484,34.56973294,35.0148368,34.17533432,35.54216867,35.71428571,34.18290855,33.53566009,32.9305136,32.73001508,32.52647504,32.04172876,31.40740741,33.23442136,33.92592593,32.1958457,32.58928571,34.76331361,33.92857143,34.76331361,34.31952663,34.77633478,34.83779972,32.44755245,33.66336634,33.14285714,32.09169054
GA,13151,48.07059133,47.63216581,48.1167731,48.55687606,48.6440678,47.79037935,48.29878764,48.2302606,47.35832161,46.90491385,46.63704801,46.57097289,45.65270336,45.34742468,45.10633156,45.58346353,44.81846598,43.74628816,44.33549911,44.75073314,43.41004184,42.66113225,43.1862242,43.37621304,42.66532393,42.6152818,42.59935791,42.4450094,41.58197084,41.18746564,42.07644289,42.30518067,41.44503069,41.18466153,41.50703778,42.48277302,41.77293935,40.01640857,39.65199591,39.76927747,38.49098418
AL,1067,41.26506024,40.79147641,38.66057839,38.87195122,38.49693252,39.05775076,38.19018405,37.6146789,37.6146789,38.78787879,39.02798233,38.47283407,38.2916053,36.91860465,36.87315634,38.70967742,38.74269006,39.28057554,39.57142857,39.77272727,38.08180536,36.13086771,36.09958506,36.40167364,36.37621024,37.1349096,37.44740533,37.41109531,37.71186441,35.84637269,37.03703704,35.79545455,34.60451977,35.71428571,36.85674548,35.33519553,36.06102635,35.18776078,34.82517483,33.96998636,33.83152174
IN,18065,35.1010101,35.03797468,34.97461929,34.80040942,34.62132921,34.00516796,34.94038362,34.625323,34.31372549,33.09203723,32.8290469,32.49749248,32.06030151,31.38832998,32.43378311,32.58258258,32.10368893,31.54732098,30.93922652,30.35624686,29.36468234,29.60921844,29.48207171,29.45581628,28.43625498,28.22055138,29.62593516,29.45891784,28.87218045,28.58575727,28.3574638,28.80080281,27.43002545,26.11788618,27.01062215,27.67137097,26.62632375,25.39200809,25.16323456,25.03770739,23.69215292
MO,29083,31.16740088,30.60773481,31.93832599,32.49176729,32.07964602,32.22958057,33.37053571,33.22295806,33.33333333,32.99888517,33.86923901,33.11965812,33.97231097,34.27947598,34.42265795,33.44191097,34.1991342,33.62162162,32.60632497,31.83315038,32.03040174,31.01952278,30.74433657,30.28017241,30.23758099,29.05331882,29.66194111,30.19693654,29.43107221,30.46789989,31.9218241,32.10810811,31.74431203,31.02702703,30.81896552,31.00858369,30.72805139,29.92545261,29.36170213,29.84293194,28.66108787
VA,51089,33.33333333,33.54401806,34.11552347,34.26889995,34.18530351,33.7905807,33.30266789,33.28741965,32.43243243,32.71719039,31.8969347,30.84401237,31.03599649,30.22624434,30.43871551,31.40533213,30.61962913,30.59936909,31.6764573,30.6751246,29.93227991,29.55575703,29.18165468,29.92338891,29.19114324,29.23633077,28.8097385,29.09172662,28.42915346,28.47442282,29.08025248,29.15727805,28.5778781,28.14317673,27.94446932,28.44364937,27.35042735,26.65168539,26.00270392,26.48114901,25.41313086
