State,Region Code,2011 Q1,2011 Q2,2011 Q3,2011 Q4,2012 Q1,2012 Q2,2012 Q3,2012 Q4,2013 Q1,2013 Q2,2013 Q3,2013 Q4,2014 Q1,2014 Q2,2014 Q3,2014 Q4,2015 Q1,2015 Q2,2015 Q3,2015 Q4,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1
CO,8013,18.43443198,18.08231173,17.73568282,18.02990325,17.82979847,17.43706692,17.54693806,17.87807225,16.99215344,16.87396712,17.28218902,17.15313206,16.63887963,16.24420146,16.13247863,16.30132504,15.51780464,15.31597307,15.66838876,15.69902835,15.40918164,14.79040965,15.14722091,14.92043485,14.52877529,14.3550407,14.49025898,14.22433995,13.75176305,13.76347446,13.9688716,13.83466833,13.46391117,13.10302377,13.20248409,13.48826612,13.12244589,12.31512225,11.96085811,11.57515211,11.09193246
ID,16021,29.90196078,31.74224344,30.62200957,29.61165049,29.78208232,29.16666667,30.24390244,28.43137255,28.85085575,28.57142857,28.77030162,29.35779817,28.00925926,28.27102804,27.71362587,26.45011601,27.20930233,24.36194896,23.78752887,22.47706422,23.85321101,22.70642202,23.63636364,22.32142857,23.26621924,22.61640798,20.48997773,22.14912281,21.22538293,21.8061674,22.46696035,22.34513274,21.04121475,20.97130243,20.70484581,21.30434783,20,20.0845666,18.91891892,18.08943089,16.93877551
KS,20011,31.17546848,31.19730185,30.94017094,29.81260647,29.86348123,29.84562607,28.64493997,29.47189097,27.02702703,25.46374368,26.62337662,26.68863262,25.37067545,24.91638796,24.42244224,26.28099174,24.95867769,25,26.01626016,25.32894737,25.72815534,25.08143322,24.09836066,24.87961477,25.24115756,26.23211447,26.03833866,25.68659128,26.05177994,25.77487765,25.98684211,25.95041322,25.53897181,24.91694352,24.41471572,24.74916388,25.66225166,25.4180602,25.40983607,25.5354201,23.42192691
KY,21017,36.54096229,36.20025674,36.17571059,35.218509,36.34020619,35.97402597,36.04193971,37.54889179,38.07692308,37.61232349,35.69682152,35.49571603,36.2195122,34.83556638,33.49875931,35.53113553,34.88372093,34.06326034,35.01805054,35.39928486,35.34994069,34.12322275,34.12604043,33.41067285,33.7995338,33.1002331,32.79258401,33.25581395,32.47663551,32.5554259,32.59604191,32.81990521,32.15130024,31.82897862,32.62158956,34.393404,32.62158956,30.9976247,31.68433451,31.72737955,29.74238876
TX,48037,41.90266703,41.41801259,41.91698525,42.14989059,42.02025732,41.82217344,41.84632394,41.46814404,40.87051738,39.67479675,39.47026746,39.4716594,39.12820513,38.93285678,38.60583016,39.12271805,39.37087773,39.04473086,38.86506936,39.42742341,38.80371953,38.72104733,38.54454203,38.6656746,38.15887157,38.12360387,38.33499501,38.94710579,38.3986118,37.46590627,37.36263736,37.69307424,37.54368447,36.95979899,36.82355902,37.30970801,36.7408148,36.24968664,35.14801806,35.61609598,34.33283358
ND,38011,23.02158273,23.02158273,25.53191489,23.52941176,20.30075188,19.56521739,21.83098592,19.8630137,22.60273973,21.62162162,20.39473684,18.79194631,15.06849315,12.75167785,13.07189542,14.28571429,15.03267974,13.81578947,15.89403974,15.13157895,14.47368421,13.90728477,17.44966443,16,16.10738255,13.90728477,14.56953642,14.09395973,14.18918919,15.27777778,13.98601399,16.66666667,14.48275862,15.6462585,13.51351351,13.19444444,13.19444444,11.80555556,12.5,12.5,11.26760563
NE,31013,27.61506276,25.6302521,23.98286938,24.61873638,24.23580786,23.8512035,22.5877193,21.58590308,21.0989011,22.07505519,23.07692308,23.21041215,21.07526882,19.61206897,19.74248927,21.12068966,20.46908316,20.39045553,21.35076253,22.22222222,22.10065646,21.05263158,20.96069869,20.96069869,21.61572052,21.78649237,21.46017699,22.41758242,22.46220302,22.15053763,22.88135593,25.21008403,23.28482328,23.24093817,22.50530786,22.50530786,21.53518124,21.108742,20.89552239,19.34782609,17.8021978
UT,49003,23.63530778,23.42657343,23.4502924,24.28152493,23.54340071,23.04038005,23.78984652,23.69194591,23.50203607,23.39688042,23.5619469,23.46491228,22.18579235,22.34452394,22.54901961,22.18614719,21.40950347,20.98831031,21.42099682,21.52631579,21.06360792,21.06084243,20.83119548,20.7106599,20.97264438,20.2207727,20.77077077,20.83958021,19.73947896,19.76225854,20.18664047,19.50980392,18.91760117,19.92206527,19.56416465,19.19922817,19.66019417,18.52926947,18.94889103,18.26462128,17.19564188
NE,31015,16.17647059,13.43283582,13.63636364,10.76923077,10.76923077,11.11111111,12.5,12.5,12.5,14.28571429,12.30769231,12.12121212,13.43283582,13.63636364,16.41791045,19.6969697,18.18181818,17.39130435,17.64705882,18.57142857,19.71830986,18.05555556,18.30985915,13.88888889,11.26760563,11.11111111,10.95890411,12.85714286,14.08450704,15.27777778,11.5942029,12.85714286,12.32876712,12.5,11.26760563,13.88888889,15.06849315,13.88888889,14.66666667,12.16216216,14.66666667
KY,21019,35.76678099,35.70731707,35.39823009,36.24194348,35.66468254,35.82834331,35.34697953,35.51122195,35.32608696,34.92846571,34.80952381,34.89483748,34.11259542,34.4348659,34.60986118,34.44180523,35.05203406,34.83992467,34.58294283,34.94145199,34.14748708,34.4600939,35.10338346,35.0207087,33.67205543,33.91705069,34.15657036,34.3866171,33.7236534,33.78823529,33.42709798,34.31510051,33.45742206,33.2561371,33.83038211,33.58455016,33.11226907,32.29166667,32.18173213,31.7130722,31.44743046
KY,21021,33.78995434,33.66696997,33.27239488,33.02836231,32.69054178,32.52788104,32.65494912,33.30249769,32.84132841,33.2412523,33.71378402,33.86666667,32.43727599,32.00707339,31.42857143,31.89655172,32.21070812,31.51618399,31.41405588,30.80808081,31.58783784,30.87362171,32.4120603,32.28476821,32.10180624,32.02614379,31.70334148,30.64913722,29.91666667,28.98431049,29.30612245,30.51261188,30.36734694,30.43831169,30.98134631,32.57881973,32.06046142,30.14354067,29.28,29.33118453,27.52585521
KY,21023,41.54929577,40.49295775,42.8057554,41.66666667,40.36363636,41.39194139,40.72727273,41.75824176,40.28776978,40.28776978,38.90784983,40.93959732,39.66666667,39.74358974,37.86407767,38.06451613,39.42307692,39.87341772,39.93710692,39.6875,36.64596273,37.6146789,37.23076923,34.65045593,34.74320242,35.49382716,36.08562691,35.2238806,37.16012085,37.83783784,36.01190476,35.7771261,34.21828909,32.34421365,32.14285714,31.02409639,31.94029851,31.94029851,29.42942943,31.41993958,30.83832335
FL,12007,45.14407684,46.3362069,46.0369164,46.30434783,45.70484581,44.95005549,44.39511654,43.90243902,43.4687157,42.81045752,40.84210526,41.26315789,40.18887723,39.62460897,39.66770509,39.4984326,39.00928793,38.3744856,38.91170431,38.64337102,38.30439224,38.44601413,38.76739563,38.4079602,37.9241517,37.33733734,36.30892678,37.6247505,36.13613614,35.37074148,35.97194389,36.8159204,35.80613254,36.043095,36.26588465,36.34577603,35.28265107,34.72356935,34.7826087,33.49236641,33.17399618
PA,42015,27.67089644,27.54977651,27.88617886,27.98202614,28.14297453,27.47840395,27.62453685,28.41144753,27.42336371,25.95169873,27.26917058,26.93813626,26.1707989,25.84181676,25.7788162,27.18822618,26.82170543,26.86046512,25.97603402,27.21665382,26.046869,25.86677055,25.84139265,26.14731971,25.8400927,24.94145199,25.21534847,25.46656299,25.01957713,24.79500195,24.71690746,25.49941246,24.60815047,23.86541471,24.19166342,24.97073742,24.35395458,23.68523568,23.31525949,23.42064715,23.10065561
AR,5011,49.88066826,50.23809524,49.15662651,47.46987952,44.25427873,44.85294118,44.7761194,44.72361809,44.52736318,43.25,43.16037736,42.99287411,42.95942721,40.47619048,40.47619048,42.22737819,40.91954023,39.86175115,42.04275534,41.56769596,39.81042654,39.81264637,39.86013986,40.83526682,40.69767442,39.38679245,40.55944056,39.20187793,39.76744186,40.70588235,40.75829384,41.41176471,40.66985646,40.47619048,41.46919431,41.05011933,41.62679426,39.80815348,39.18269231,37.98076923,38.4057971
TN,47011,38.74027237,37.94110489,38.18181818,38.2839086,38.00872093,38.21454634,38.70343493,38.51887473,38.29076152,37.90246212,38.13772592,38.44761258,37.90304397,37.28890917,37.34032847,37.77372263,37.30230456,36.90020275,35.84608461,36.03056867,35.21221648,34.44741533,34.08687943,33.88193987,33.11518325,32.60017422,33.12337098,33.3624836,33.03906422,33.10572687,33.2894159,32.84004353,32.36252988,31.86836978,31.53366315,32.2622108,31.54863481,30.66327612,30.41377862,30.21507622,29.41176471
MI,26023,33.41107872,32.88551402,31.99300699,32.29228049,32.17031342,31.10189573,31.68257757,31.93277311,30.48416019,30.32835821,30.2662037,30.14577259,29.67667436,28.9334119,28.80466472,29.65557501,29.26119837,27.47826087,28.04664723,27.63466042,27.15038034,26.34032634,25.74257426,26.64723032,26.29737609,25.86106246,25.86510264,26.12559242,26.92998205,24.59988145,25.29691211,25.84469472,24.86583184,25.14863258,25.13305736,25.45454545,25.57184751,22.93632075,22.46462264,22.14369847,21.09004739
GA,13025,46.59270998,46.58187599,45.08856683,46.19124797,45.85365854,45.02446982,44.29752066,45.08196721,44.82200647,43.98073836,43.32833583,45.3030303,44.29223744,43.95099541,43.6746988,43.56287425,42.36526946,42.66467066,42.26190476,40.77961019,40.54878049,40.03021148,39.69924812,42.40601504,39.52095808,39.21568627,40,38.51963746,39.42598187,39.12386707,39.75903614,38.71449925,39.37592868,40.51204819,40.39039039,39.7881997,37.01492537,36.77130045,35.90909091,36.10271903,36.34992459
WV,54007,32.90203327,34.00735294,33.08550186,33.9658444,33.39622642,33.39622642,33.45864662,35.36121673,32.71375465,32.01506591,30.65693431,31.47482014,31.02189781,30.27027027,31.46473779,31.10307414,30.10752688,29.31654676,30.86419753,29.85865724,29.28571429,29.30728242,29.64912281,30.67375887,28.95204263,29.45326279,30.40421793,31.74603175,30.17857143,31.66368515,30.91872792,30.86419753,30.9314587,29.8951049,28.59649123,29.55752212,28.72531418,28.15884477,28.85662432,28.06394316,27.92792793
TX,48039,38.57395926,38.21346528,38.0721404,38.88302551,38.50539426,37.7665152,38.0156658,38.14853375,37.39809491,36.85427911,36.57434043,36.73768092,35.93168205,35.72127139,35.6998136,35.94666238,35.31571805,35.08646676,35.11275824,34.59737828,34.13104089,34.09371147,33.53393769,33.72145773,33.57083927,33.15891763,33.40755585,33.21510382,32.72191529,32.2159466,32.48356465,32.75924452,32.35421166,31.86876301,32.10158368,32.07734259,31.70508856,30.26251313,29.72146975,29.82770503,28.85759212
TX,48041,36.44745999,36.47017667,35.97109623,35.90420849,36.21052632,36.07773852,36.04114934,35.76487252,35.28070175,35.04705472,34.83849703,35.04357836,34.38315927,33.92482658,33.67725294,34.14556458,33.66960908,33.30213695,33.45295678,33.20558025,32.37388275,32.18632607,32.67517815,32.07658321,32.04996326,31.35704875,31.05116552,31.27469633,30.85739156,30.14886544,30.14388489,30.77252606,30.49886621,30.28368794,29.89939068,30.11679644,29.77288369,28.1952825,27.75354417,27.65408634,27.28627557
KY,21025,43.14442413,41.28440367,42.48608534,44.56928839,43.44569288,44.42379182,45.86466165,44.50651769,44.64944649,44.05850091,43.53146853,44.59930314,44.71403813,44.30823117,44.68085106,44.69964664,42.42957746,42.12389381,42.39713775,43.08797127,43.50180505,43.16939891,43.61702128,44.12811388,42.93381038,43.85026738,41.88948307,42.57246377,43.6928702,42.96028881,43.27808471,43.76163873,43.40659341,43.35793358,43.59925788,42.48608534,41.63636364,39.33823529,38.9298893,37.68656716,34.87940631
KY,21027,34.50210379,34.59383754,35.28591353,35.07042254,34.27362482,33.70944993,33.42696629,34.86111111,33.42541436,33.28804348,34.21052632,34.98694517,34.58549223,34.02597403,34.19354839,34.91048593,34.3550447,33.03684879,31.76620076,31.85840708,31.69191919,30.3030303,30.60718711,29.74296206,30.98420413,30.18181818,31.00120627,31.67475728,30.50430504,29.73977695,30.24691358,31.46341463,31.00120627,30.25210084,30.60498221,30.81463991,31.2573443,29.78971963,28.99408284,30.27090695,29.95337995
IA,19017,20.59447983,20.25450689,20.50739958,20.74468085,19.29637527,19.63906582,20.08501594,19.91480298,19.10352188,18.94510226,19.4214876,19.23868313,17.82786885,18.46153846,17.61710794,18.08080808,17.57028112,18.42900302,18.9516129,19.56305859,18.47826087,17.08043694,16.91394659,17.72151899,16.73228346,15.45275591,16.18669315,15.628091,14.34262948,14.85148515,15.59723593,15.66502463,14.48275862,13.76237624,15.12437811,14.57085828,14.88933602,13.11806256,13.58641359,13.39375629,12.57425743
FL,12009,31.00555161,30.88468936,31.07434555,31.17951717,30.94850269,30.87956926,31.27340036,31.16606,30.58242351,30.28010972,29.83423191,29.77368316,28.83266932,28.35594573,28.24925816,28.3654224,28.00296782,27.74761498,27.41648624,27.04046508,26.76077833,26.39258302,26.28547768,26.17764063,25.82112739,25.64074238,25.72604956,25.37698632,24.65814013,24.32620478,24.34788927,24.51568599,24.39481268,24.41297724,24.35947689,24.46091644,24.15638735,23.23056728,22.8687082,22.20233081,21.47318469
TX,48043,34.67048711,33.9031339,32.29461756,32.26744186,32.47126437,32.57142857,33.14285714,33.70473538,31.75487465,30.81232493,31.67539267,33.59375,33.24742268,32.39795918,31.37755102,33.24937028,32.99232737,33.41836735,31.8537859,30.31088083,29.84293194,28.8,29.44297082,31.57894737,32.02099738,28.98172324,31.38297872,30.36649215,30.98958333,30.89005236,29.65879265,28.83597884,28.26666667,27.70448549,28.60892388,29.3059126,28.64450128,28.10126582,29.54545455,28.90625,26.42487047
TX,48045,31.14754098,27.86885246,26.2295082,29.50819672,30.64516129,28.33333333,34.42622951,30.64516129,33.33333333,36.50793651,31.88405797,34.7826087,35.82089552,26.86567164,27.27272727,30.3030303,30.3030303,30.3030303,31.34328358,27.27272727,30.3030303,33.84615385,30.15873016,26.98412698,27.27272727,22.3880597,26.86567164,28.78787879,24.61538462,26.86567164,25.71428571,30.55555556,26.76056338,25.35211268,27.02702703,26.66666667,27.02702703,24,25.64102564,25,28.94736842
VA,51520,39.91825613,40.27027027,38.64864865,38.19918145,38.62068966,38.90410959,38.85088919,38.87362637,38.64265928,37.96423659,37.26541555,36.04806409,34.78835979,34.57446809,35.01997337,36.23188406,35.05821475,34.85045514,35.26383526,34.10852713,34.23076923,33.50449294,34.40308087,34.39086294,33.75959079,32.34536082,33.1639136,33.29081633,32.82636248,34.05889885,32.99101412,33.75959079,33.11688312,33.81389253,33.63518758,32.72490222,32.85528031,31.71690695,30.78947368,31.90104167,31.9843342
RI,44001,21.30822597,21.14624506,21.19270577,22.45301682,21.96819085,20.92907093,20.63253012,20.66033017,21.37137137,20.63253012,20.43902439,21.18440058,20.18304432,20,19.60038059,20.40432534,19.60414703,18.95578551,18.68235294,18.89985896,18.09256662,17.55368814,18.02515137,17.89033457,17.47797867,16.612529,16.98984303,17.11794401,15.83029197,15.261959,15.68627451,15.9163256,15.59213535,14.93775934,15.27457314,15.32813217,14.39046746,13.03751144,13.17582917,13.10438319,12.24028907
MA,25005,30.06911908,29.24978016,29.42540463,29.55939766,29.33718654,29.16686049,29.11864881,29.08879049,28.56214007,28.11074919,28.57207207,29.12895421,27.70130613,26.88602472,26.79253568,27.24294575,26.4820235,25.72225369,25.78152288,26.12797554,25.37235204,24.53018966,24.59023483,25.19742489,24.79530158,24.47795824,24.5681711,25.139522,24.60674639,24.24564838,24.51013657,25.21742802,24.55208465,24.18702612,24.34826414,25.00832639,24.48110253,23.00984646,22.58992206,22.04926516,21.02738026
AK,2060,20.51282051,21.95121951,23.07692308,23.68421053,28.57142857,21.21212121,20.58823529,26.47058824,24.24242424,23.52941176,16.66666667,21.62162162,26.31578947,30.95238095,28.94736842,29.72972973,30.55555556,30.55555556,36.11111111,34.28571429,27.27272727,24.24242424,24.24242424,25,27.02702703,27.02702703,24.32432432,29.41176471,26.47058824,26.47058824,24.24242424,23.52941176,17.64705882,13.88888889,17.14285714,22.22222222,18.91891892,13.51351351,13.88888889,14.28571429,17.14285714
MT,30007,26.06382979,26.17801047,27.12765957,25.52083333,24.33862434,27.08333333,26.94300518,24.21052632,23.80952381,22.58064516,20.41884817,20,20.7253886,20.70707071,22.16748768,23.11557789,23.90243902,22.81553398,19.90291262,20.38834951,22.11538462,24.03846154,25.11848341,23.8317757,19.13875598,18.86792453,17.39130435,18.0952381,18.1372549,16.74641148,18.00947867,17.75700935,20.09345794,20.2764977,20.93023256,20.88888889,19.65811966,14.76793249,18.06722689,18.25726141,16.59919028
NY,36005,45.74957917,44.82304731,44.65072058,45.21204517,44.95081967,44.46691269,44.5018226,44.46489812,42.78119331,42.32309746,42.3782883,43.00671906,41.80322104,41.21177883,41.49177605,42.22966728,41.73857021,41.01050911,41.60942547,41.13304954,40.68760821,40.24124756,40.50991501,41.21749046,40.67985086,40.20517725,40.70333122,41.13580355,40.53501111,40.07994904,40.36558669,40.94224196,40.14748497,39.73400013,40.09081714,40.60896484,39.86870158,37.80240861,36.99149743,36.62007786,35.41471515
WV,54009,34.58038423,33.90688259,33.36703741,33.40040241,32.35294118,31.37055838,30.7062436,31.19834711,31.37651822,29.48979592,29.51628825,30.07889546,29.36507937,28.55740922,27.77232581,27.55905512,26.61370407,26.66005946,26.55310621,26.72064777,26.18806876,26.46464646,26.47943831,27.3917422,26.82682683,26.5,26.51821862,25.71138211,25.99388379,25.79324463,25.43589744,25.36082474,24.58677686,24.71561531,25.02574665,24.8434238,24.55403987,24.00419287,23.8045738,24.32432432,23.24380165
SD,46011,22.36580517,21.57057654,22.2668004,23.20717131,20.82082082,22.2334004,22.64529058,21.4,20.45680238,20.03948667,20.3358209,20.16651249,19.2804428,18.61751152,18.37294333,18.76699909,17.8343949,17.63636364,19.27927928,20.1598579,19.08127208,18.42105263,19.18047079,19.47598253,18.68995633,18.35497835,19.79434447,19.60616438,18.93287435,19.38514091,19.04761905,20.37351443,19.67632027,19.76351351,20.42194093,19.00337838,17.91171477,17.25021349,16.76750216,17.93991416,16.68114683
TX,48047,59.28338762,58.30618893,58.08580858,57.47508306,59.13621262,57.47508306,59.46843854,59.53947368,58.82352941,58.63192182,56.74846626,57.45341615,58.69565217,56.52173913,57.1884984,54.57413249,55.76323988,56.15141956,55.84415584,55.44871795,55.33980583,55.37459283,55.80645161,53.05466238,55.0955414,56.32911392,57.51633987,58.36065574,58.44155844,57.42574257,58.08580858,57.04918033,57.38255034,57.23684211,56.7114094,57.62711864,57.19178082,56.05536332,53.79310345,54.67128028,54.23728814
GA,13027,51.22377622,51.2908778,51.55172414,51.21527778,49.47368421,50.17667845,50.08849558,49.29328622,48.53195164,47.49568221,47.43801653,47.76119403,46.86468647,45.65916399,45.02446982,46.59090909,44.73257699,41.55844156,44.71947195,44.09317804,42.66886326,42.14876033,40.75907591,42.38410596,42.12271973,40.22617124,41.63987138,41.62601626,41.44736842,40.82644628,40.96185738,40.03350084,37.98319328,39.83050847,40,39.93344426,38.42281879,38.1443299,37.77777778,38.47457627,37.77403035
NY,36007,25.65347274,25.0656004,25.16015576,25.49267307,24.84133029,24.54441188,24.56207646,24.89748847,24.30804716,23.96019393,24.21530162,24.4384436,24.16279638,23.48901099,23.81367543,24.72283814,24.29099877,23.24350929,22.86840808,23.4549699,22.45976164,21.62395269,22.00171506,22.46545188,22.26040005,21.42067101,21.34363124,22.15825576,21.65024631,21.35910378,21.9265829,22.18270999,21.95540309,21.78873758,22.03389831,22.30003686,21.65164794,20.60794045,20.18337257,20.27343269,19.54079743
CO,8014,22.8531206,21.97392924,22.11625795,23.32123412,22.81179138,22.36723672,22.29157379,22.69282211,21.3498015,20.95914742,21.19402985,20.76988156,20.78628189,20.49382716,20.4730832,20.79840319,20.29839026,20.27131783,19.65451056,19.05307369,18.66010598,19.02788244,18.80149813,18.82178585,17.8807947,17.46612962,17.11907347,17.03435805,15.90826356,16.14545455,15.5427335,15.7045536,15.64285714,15.04079461,15.00353857,15.41974008,15.18415566,14.10701876,13.71605363,13.97886123,13.81867206
FL,12011,40.47052533,40.44063484,40.47683081,40.63508715,40.46201509,40.12691555,40.13938316,40.19901031,39.2935719,38.95927183,38.33474592,38.40811294,37.59820848,36.77857884,36.58645719,36.64001579,35.75973468,35.06496672,34.72981178,34.18558545,33.48771744,33.18592532,33.04495194,33.14883221,32.51466535,32.02008588,31.97118487,31.581171,30.96988157,30.51052107,30.7513329,31.04714605,30.86557713,30.63337464,30.67870161,30.93852539,30.53962669,29.31850937,28.67418595,28.33121395,27.35785953
TX,48049,46.8328841,45.60697518,45.49125168,45.71813891,45.08474576,45.5465587,45.27027027,44.60188934,43.94861393,43.33781965,41.94373402,42.87523749,41.79860671,40.85133418,40.49586777,41.07594937,39.93670886,39.67150979,39.4984326,40.0373599,38.7359199,38,38.42821782,37.89279113,37.55325624,37.41620963,36.99211643,36.918429,36.60445515,36.78787879,37.2667068,37.68115942,37.23723724,36.97729988,36.33093525,35.26598924,35.67181926,35.11084482,34.63151588,34.78520286,34.10852713
IN,18013,29.00763359,29.37595129,29.71342383,31.1844078,29.96987952,30.40847201,29.64071856,29.21686747,29.63525836,28.44036697,29.34131737,28.61400894,28.65671642,27.53403933,28.50609756,28.07283763,27.64350453,26.83658171,27.39322533,27.20588235,27.19298246,26.74418605,25.28901734,25.32374101,25.65217391,25.10885341,25.47033285,25.94752187,24.70930233,24.48979592,23.44428365,24.3045388,23.05433186,21.1815562,22.4137931,22.01166181,21.52080344,19.97105644,19.62481962,18.80466472,17.6730486
WI,55009,22.54391672,22.06679679,22.10332901,22.5102614,22.27979275,21.57962883,21.91913747,22.16970999,21.47951038,21.55154091,22.19981853,22.50600962,21.78703796,21.30426085,21.574286,21.96617545,21.22199191,20.70151307,20.75895035,21.2825729,20.70667957,20.18136215,19.90950226,20.45650714,19.87167209,19.54584651,19.49079813,19.82684806,19.33854365,18.89965792,19.21177588,19.64555053,19.33333333,18.85783946,19.11516062,19.20660227,18.59244682,17.63051832,17.3470341,17.32925586,16.45862228
KS,20013,23.19201995,25.06203474,24.5049505,25.06265664,24.81012658,24.93573265,24.67866324,24.55242967,23.96907216,22.91666667,24.75490196,25.86206897,24.69437653,24.50980392,23.7745098,22.96296296,21.67487685,21.03960396,21.18226601,21.51589242,21.79176755,20.78239609,22.27602906,22.46376812,21.89781022,20.24390244,21.70731707,22.19512195,20,20.1946472,21.5496368,22.1686747,21.16788321,20.4379562,19.45812808,19.9017199,19.45812808,19.95012469,19.45812808,18.51851852,19.35483871
MN,27015,16.50943396,15.53672316,14.82530689,16.58767773,17.07779886,16.01525262,15.9047619,16.68255481,16.14135626,14.55938697,15.913371,16.46511628,14.75256769,14.4320298,14.83870968,15.71691176,15.39871677,14.2726441,13.96192203,14.59459459,14.14414414,13.18181818,13.45980126,13.38155515,12.93800539,12.94964029,13.22463768,13.47197107,13.05530372,13.35773102,14.15607985,15.09433962,13.79310345,12.62488647,12.63736264,14.07942238,13.44232516,12.16834401,12.24862888,11.76470588,11.6636528
IL,17009,22.05128205,20.81218274,22.72727273,24.87309645,23.46938776,22.72727273,23.19587629,22.68041237,22.56410256,23.46938776,22.3880597,22.66009852,21.78217822,20,20.48780488,21.3592233,19.41747573,21.73913043,21.07843137,20.77294686,20.67307692,20.47619048,22.74881517,22.05882353,20.2970297,23.03921569,22.05882353,22.66009852,18.93203883,17.96116505,21.3592233,21.3592233,18.62745098,21.15384615,20.79207921,21.10552764,19.59798995,19.09547739,16.91542289,16.42512077,15.78947368
NE,31017,17.21311475,17.21311475,16.12903226,16.2601626,16.52892562,20,19.83471074,16.52892562,17.5,18.6440678,16.39344262,17.21311475,17.74193548,16.93548387,15.57377049,16.39344262,13.1147541,14.51612903,15.32258065,18.11023622,20.63492063,16.40625,14.96062992,16.92307692,17.82945736,19.37984496,19.2,17.88617886,16.8,13.49206349,13.82113821,14.75409836,14.04958678,12.90322581,14.16666667,13.33333333,11.76470588,10.74380165,12.60504202,12.60504202,14.16666667
OH,39015,38.39590444,37.06651507,37.61363636,37.16713881,37.04751131,36.77053824,37.23706652,37.48571429,36.48648649,36.0738255,34.88624052,36.24052004,36.18995633,34.97830803,35.71809931,36.15425817,35.85508791,35.22245763,35.51302499,34.75026567,33.45568956,32.91272345,32.96296296,33.38624339,32.92553191,32.65633351,33.19148936,32.83661522,32.16746158,31.47262095,32.16374269,32.27176221,31.76470588,31.04731526,31.61530287,32.26146547,31.23028391,29.83281087,29.36880543,29.74093264,28.36587873
SD,46013,19.93055556,19.88911989,19.69380654,19.48682386,19.64162646,19.5862069,19.71153846,20.3564085,19.75308642,19.60110041,19.7705803,19.83805668,19.8,18.42980705,19.43159286,20.05242464,19.81747066,19.51854262,20.67183463,20.80924855,20.12779553,19.42492013,19.7696737,20.44585987,20.18987342,20.51931602,19.8482933,20.32932236,18.92063492,18.65482234,19.01452937,19.34673367,18.06696147,18.0952381,18.94469167,18.60759494,17.92091837,17.56066411,17.54609027,16.33820725,15.89905363
SD,46015,18.88888889,18.78453039,17.67955801,16.38418079,15.60693642,14.45086705,16.47727273,16,16.38418079,16.09195402,19.31818182,18.03278689,18.68131868,18.90547264,17.17171717,19.48717949,19.5,20,17.32673267,16.17647059,16.33663366,17.41293532,16.74876847,17.96116505,18.04878049,15.7635468,17.34693878,19.19191919,18.27411168,19.58762887,17.0984456,15.78947368,17.0984456,16.58031088,17.70833333,21.53846154,21.71717172,20,18.55670103,21.13402062,18.55670103
VA,51025,38.7195122,38.48531685,37.22397476,38.05031447,38.11802233,37.77777778,38.49840256,39.07496013,38.94080997,39.31357254,38.78787879,37.7675841,37.0030581,37.51891074,36.63663664,37.35119048,36.18618619,35.4887218,35.09036145,35.27653214,33.99390244,34.70319635,33.83233533,34.12462908,33.98203593,34.03298351,33.33333333,35.982009,35.16819572,35.8778626,35.66009105,34.96183206,34.96183206,35.6374808,36.83409437,37.20930233,36.12403101,35.19379845,34.72868217,33.94777266,33.07210031
NC,37019,31.47012043,30.94588449,30.64699205,30.89265537,30.90254333,30.75186272,30.45719408,30.24553571,30.35517317,29.99126256,29.69709807,29.13865546,28.71656645,28.58913448,28.29068577,28.67217409,27.88732394,26.95686901,27.04950495,26.82878608,26.23371496,25.39184953,24.84137666,24.86631016,24.59357278,24.47447447,24.25359381,24.05178702,24.03309948,23.73908394,23.764292,23.57354737,23.40020754,23.21093083,23.31484283,23.11881188,22.62332571,20.99224305,21.01910828,20.21393739,19.42670198
OK,40013,44.20711974,43.30963154,43.24324324,42.96482412,44.0625,44.59036898,43.33958724,43.76175549,43.04347826,42.67320662,41.86046512,41.5259173,40.90909091,40.81395349,41.60371877,42.98043728,42.18390805,41.22706422,40.99770642,40.41570439,39.31232092,40.09085747,39.70588235,39.38202247,39.66573816,39.9110617,39.66759003,40.02211166,38.73824018,38.89496718,38.41961853,38.2416397,38.71313673,38.43283582,38.23529412,38.5193133,37.79317697,36.90349947,36.30172865,36.86418458,36.86396677
GA,13029,40.32258065,38.7345679,40.07633588,40.49079755,39.59121877,38.51402578,38.18454614,38.73605948,37.11111111,37.37075332,37.39316239,37.21590909,36.58881812,35.90106007,35.72938689,36.34438956,35.47935619,35.14644351,35.34660261,36.3451087,35.8541526,35.61368209,35.24374177,34.50980392,33.91248391,33.54880414,33.3546735,33.77609108,32.33270794,32.25605966,32.69586675,32.78588808,33.17307692,33.03303303,32.97997644,33.46962617,31.67342212,30.82271147,30.82621083,31.34831461,29.0593505
