RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,FIPS Code,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021
94339,26253,83841,Zip,ID,ID,Laclede,Sandpoint,Bonner County,16017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176871,177760,180126,184832,190027,195984,202265,208358,213237,218140,223096,227131,230407,235542,240668,244843,247604,248563,248132,247903,249272,250750,251472,252847,254201,255273,254639,254036,253305,252835,252998,252925,252827,252304,251816,251930,252650,252824,252300,250768,249732,248412,247703,246169,245030,242717,240741,238003,235743,233575,231498,230314,228725,227300,225269,222153,219090,216940,215989,215061,214026,213171,212656,211613,210030,208373,207121,208260,209388,209809,207950,207168,205897,205173,203898,203591,203602,202601,200332,197483,196003,196027,196903,197648,198662,199480,200077,200305,201132,204242,207970,211204,212501,213576,214497,214271,214491,214493,215707,216653,217235,216991,217260,218065,219420,219866,220580,221841,222932,224232,225276,226521,227625,228472,228661,228525,228641,229427,230709,231918,232824,233756,234554,235764,236713,237500,238644,240033,241490,242603,242778,243199,243891,244582,245257,245805,247046,248636,250348,251999,253227,254482,256138,257826,259569,260752,262018,263277,264887,267783,270601,274106,276508,279099,281918,285028,288354,293280,298205,301287,303339,302333,302829,301812,304831,307746,311188,314419,317583,320200,321635,321283,320875,322023,325368,329405,331912,332963,334161,335977,336996,337251,339911,347899,356804,364214,369430,375014,380207,386990,393670,400312,408136,416992,424651
94327,26554,83825,Zip,ID,ID,Dover,Sandpoint,Bonner County,16017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239062,241830,245397,251088,257236,262941,271126,278097,284756,289910,294392,297976,301143,304723,307929,309527,311603,313588,313316,313931,314215,316274,317799,319241,320514,322295,322392,326084,325374,325061,321519,318927,317275,315840,315816,316542,316717,315208,314637,315721,318431,320617,319775,318558,315736,312960,310058,308477,308261,308092,307028,302897,300481,296921,299741,299110,299160,296125,294500,291079,287990,285509,285184,284382,282346,280934,278428,278951,279032,279959,278555,279213,279184,279318,276879,276254,274755,274632,272630,271334,268739,267948,267762,268798,269940,271174,271585,271475,270206,266360,262588,259844,260907,262012,263690,261015,258041,254575,254917,254816,259126,264269,270763,272819,273753,273927,274481,275952,277908,279941,280897,282278,281439,281598,280893,282483,282834,283810,285313,288684,291566,293904,294947,296527,297633,298644,299738,301349,303263,304624,303961,302719,301917,302981,304667,305936,307090,307973,308549,309314,310549,312371,314916,316808,318777,320874,323780,326608,328694,330672,332951,335293,337228,338835,341442,344923,349032,350833,352324,352915,356045,358781,362483,365018,367865,369960,372464,374984,377402,380638,383860,386894,388385,389899,391933,394824,397836,400102,401692,403329,402703,402538,401984,405175,407891,410631,412742,415173,417866,422047,426773,431792,439127,446814,455563
94346,28261,83848,Zip,ID,ID,Nordman,Sandpoint,Bonner County,16017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210346,216631,221585,229218,234534,240343,249643,258710,266233,270663,275176,278730,282675,283328,284006,286138,291651,295006,294252,292511,293378,295999,298195,300275,301190,302435,302475,305467,307219,309229,306573,305168,302054,302819,302068,302122,301648,301394,301690,301815,303401,304994,306491,306416,306129,304768,303850,303291,302674,301774,300152,295889,290818,286512,285768,283880,281393,277912,276513,275732,274709,273779,272856,273167,273356,273687,271771,274019,275898,279261,278815,278194,277124,276557,275448,275126,274716,274772,277917,279297,281619,281362,282621,282398,282850,283019,284815,286854,288448,289549,288325,287273,287223,288368,290659,294410,298162,302559,304396,305753,307598,309148,311926,313849,315855,316768,318670,317855,317869,315275,316374,317653,320439,323943,324902,325291,323836,325421,327866,333550,337759,341940,343749,345540,345914,346850,350431,355117,359653,361376,357848,353533,349551,350693,352590,354788,356652,355542,353301,350882,350290,350629,353315,356726,360853,363350,365575,368096,370259,375046,379436,384764,388275,392588,397299,400798,403534,404086,406363,408780,413678,415304,416016,414759,416759,417944,420010,422020,424088,426127,427659,433526,438938,443864,445495,448019,448896,449500,448807,449800,450791,453435,454060,452283,448557,447585,450043,452912,456107,460035,464647,468633,473268,477821,484615
94142,2054,83401,Zip,ID,ID,Idaho Falls,Idaho Falls,Bonneville County,16019,97433,97628,97777,97812,98167,98557,99014,99386,99799,100164,100592,101170,101889,102405,102921,103339,103685,103978,104223,104596,104896,105245,105365,105467,105406,105610,105783,106024,106315,106715,107129,107417,107692,108018,108450,108866,109298,109580,109885,110197,110661,111012,111405,111787,112272,112762,113256,113833,114255,114847,115483,116391,117836,119379,121233,122379,123592,124524,125657,126782,128386,130165,132014,133433,133419,133794,134661,137237,139506,141310,142737,144054,145315,146651,148093,149373,150586,151088,149846,148210,147126,148237,149692,150884,151612,152100,152665,153996,156376,159167,162451,164940,167255,168149,168833,169915,171461,172870,173662,173769,173476,173166,173151,173498,172998,172001,170649,169653,169003,168407,167896,166979,166247,165190,164219,163271,162655,162446,162374,161873,161224,159993,158910,158030,157514,156802,155671,153703,152150,150704,149645,148505,146176,144840,143464,142747,140697,139007,137109,135158,133276,131704,130818,129612,129111,128374,127859,127255,127679,128341,130376,133810,136613,138729,139318,140945,142182,143427,144348,145523,146165,146327,145874,145254,145331,145495,146080,145927,146412,146194,146303,145933,146372,146883,146774,146080,145333,144947,145338,145982,146556,147483,148045,148594,148660,149321,150828,152624,154090,155599,156232,156605,156848,157667,159511,161297,163145,164289,165085,166026,166726,167791,169266,171270,172971,174246,174701,175691,176557,178007,178980,179657,180943,182151,183483,184591,186042,188060,190074,191906,194032,195699,197763,199009,200688,201879,203953,205904,208371,210768,213218,215903,217847,220112,222604,225995,228963,231615,232601,233627,233976,236578,239650,243094,245935,248762,251576,254311,257071,260458,264757,269245,274049,276939,279565,281908
94143,4645,83402,Zip,ID,ID,Idaho Falls,Idaho Falls,Bonneville County,16019,89120,89426,89768,89749,89994,90310,90717,91051,91371,91709,92180,92780,93424,93875,94329,94745,95045,95224,95374,95671,96039,96381,96501,96517,96438,96617,96784,97027,97341,97754,98191,98461,98706,98964,99315,99690,100081,100349,100616,100868,101174,101432,101668,102026,102459,102938,103406,103939,104410,104991,105621,106424,107555,108744,110272,111272,112246,112987,114009,115119,116552,118148,119836,121258,121913,122703,124003,126465,128782,130676,131966,133112,134116,135343,136507,137517,138334,138947,137705,136195,135087,135990,137084,138036,138685,139022,139492,140634,142412,144429,147291,149711,151714,152130,152801,153931,155457,156787,157538,157777,157955,157944,157809,157297,156686,156208,155796,154989,154435,153785,153447,152591,151823,150781,150046,149748,149687,149601,149043,148392,147970,147286,146625,145801,145162,144434,143238,141437,139697,138304,137217,136179,133609,131951,130190,129583,127890,126539,124936,123219,121604,120203,119470,118468,118210,117719,117356,116750,116936,117299,118956,121797,124259,125957,126331,127356,128240,129032,129965,130851,131448,131520,131011,130352,129953,129919,130449,130789,131365,131243,130935,130578,130987,131706,132010,131741,131471,131182,131279,131403,131758,132562,133238,133761,133867,134242,135112,136328,137544,139037,139844,140359,140563,141164,142601,144096,145434,146428,147306,148320,148885,149633,150871,152598,154156,155581,156278,157443,158473,159782,160585,161269,162615,163900,165155,166283,167796,169592,171462,172993,174958,176489,178407,179404,180872,181897,183780,185474,187533,189630,191704,194231,196122,198380,200818,204185,207000,209936,211315,212849,213510,216148,219024,221935,224077,226445,228912,231305,233852,236701,240478,244414,248948,251866,254802,257729
94145,5337,83404,Zip,ID,ID,Idaho Falls,Idaho Falls,Bonneville County,16019,114254,114685,115105,115257,115652,116055,116543,116960,117349,117716,118281,119005,119918,120567,121170,121594,121972,122274,122535,122945,123405,123907,124068,124096,124011,124246,124462,124751,125084,125588,126153,126555,126865,127129,127576,128057,128555,128831,129095,129344,129860,130273,130700,131067,131598,132132,132633,133153,133648,134264,134952,135808,137509,139334,141591,142908,144207,145148,146299,147437,148900,150652,152496,154086,153295,152607,152437,154639,156792,158482,159534,160226,160722,161624,162922,164058,165445,166417,165252,163448,161761,162490,164078,166090,167773,168445,168651,169646,171715,174061,177208,179723,181473,181423,181130,181733,183015,184533,185592,186009,186210,186398,186513,186577,187411,188453,188721,187561,186462,185600,185039,183743,182803,181566,180521,179252,177988,176985,176311,175679,174694,173279,171789,170823,169989,169201,168328,167047,165712,164237,163087,162200,160443,159467,158407,157870,155943,154275,152140,149995,148007,146344,145367,144036,143431,142603,142043,141328,141505,141885,143865,147193,150013,151950,152342,153554,154310,155031,155705,156649,157606,158053,157682,156956,156661,156931,157726,158010,158690,158658,158807,158862,159423,160120,160049,159473,158863,158443,158732,159419,160398,161846,162760,163113,163026,163580,165402,167592,169587,171364,172065,172402,172527,173184,174878,176725,178683,179901,180574,181297,181628,182542,184212,186231,187907,189176,189964,191413,192515,194115,195136,196041,197851,199515,201187,202633,204359,206618,208627,210533,212840,214711,216906,218202,219897,221299,223390,225561,228136,230727,233289,235893,237682,239601,242027,245550,248532,250813,251166,251509,251553,254308,257650,260992,263462,266111,268896,271455,274107,277624,282444,287440,292577,295445,298122,301012
94147,8027,83406,Zip,ID,ID,Ammon,Idaho Falls,Bonneville County,16019,106459,106335,106266,106469,106833,107284,107819,108342,108812,109118,109615,110175,111007,111550,112269,112765,113300,113643,113958,114341,114778,115239,115428,115537,115474,115698,115807,115994,116216,116695,117295,117795,118162,118503,118899,119320,119803,120161,120519,120870,121365,121785,122146,122569,123159,123793,124417,125050,125629,126271,126969,127817,129226,130709,132606,133929,135339,136418,137576,138683,139988,141647,143388,145009,145322,145797,147018,149457,151679,153523,155118,156577,157737,158896,160218,161171,161968,162258,160114,157714,155556,155801,156688,157809,158810,159420,160020,161556,163873,166495,170000,173142,175566,176194,176284,177071,178598,180357,181449,181652,181549,181724,181884,182217,182729,183134,183253,182478,181781,180753,180011,178968,178460,177417,176849,175994,175593,175392,175220,174817,174233,173283,172285,171309,170733,169950,168681,166623,164870,163353,162367,161533,159561,158539,157422,157016,155002,153383,151384,149237,146961,144960,143809,142380,141742,140821,140272,139694,140325,141165,143589,147866,151698,154639,155628,157474,158703,159950,160930,162194,162710,162708,161936,160943,160368,160371,161074,161304,162083,162095,162251,162086,162711,163583,163814,163364,162849,162407,162655,163179,163837,164947,165660,166153,166389,167138,168877,170728,172366,173852,174354,174553,174843,175709,177650,179387,181232,182520,183348,184231,184661,185729,187560,189832,191646,193122,193955,195467,196365,197649,198540,199583,201516,203198,204731,206101,207645,209717,211518,213327,215707,217684,220048,221392,223319,224709,227074,229153,231947,234722,237541,240405,242424,244622,246964,250387,253449,256481,257463,258372,258477,261457,265173,269141,272041,275129,278398,281410,284201,287395,291787,296512,301551,304067,306099,307933
94156,19196,83427,Zip,ID,ID,Iona,Idaho Falls,Bonneville County,16019,112398,112221,112057,112323,113035,113478,113779,114350,115624,116464,116835,116998,117680,118368,119118,119550,119850,120824,121792,122781,122984,123514,123822,124158,124120,124226,123907,123835,123919,124152,124200,124195,124383,124645,125095,125631,125938,126130,126529,127035,127524,127845,128329,128829,129144,129461,129945,130726,131432,132268,133220,134453,136278,138128,140417,141872,143456,144455,145675,146777,148729,150924,152824,154079,153983,154336,156087,160081,165165,168468,171343,173127,174733,176009,178209,180653,182964,184256,181579,177691,172981,174092,175000,176183,176075,176912,177658,178811,181279,184219,188468,191477,195167,195715,197081,198797,202658,204981,206191,205399,204272,202889,203215,205697,205772,204323,201548,200836,200405,199934,199761,199747,198992,198177,195136,191820,189278,188869,188259,186397,182368,178842,175269,173967,173792,173225,172525,170090,168231,166077,164916,163421,161401,160192,159240,158119,155436,153165,151070,148484,146385,144318,143700,142395,142148,141514,141057,140221,140532,141186,143593,148286,152501,156356,157735,160607,162460,164212,165369,166766,167222,167452,167443,167985,167859,167153,166642,165862,166673,166734,167751,168362,170066,171107,170184,168092,166998,166888,168532,169841,170858,171707,171809,171717,171386,172358,174832,177330,178952,180812,180500,179928,178922,179493,181275,182922,184688,185452,186476,187731,189119,189751,191280,193743,196551,198775,199612,201421,202296,203796,203593,203268,203616,205251,207290,208856,209900,211564,213225,214475,216542,218496,221205,222794,224808,225760,227793,229523,232166,234188,236897,239911,242463,244636,247315,250912,254236,257251,258092,258852,258967,261837,265497,269125,271761,274301,277171,280131,283019,286612,291386,296689,302343,306104,309075,312241
94157,25955,83428,Zip,ID,ID,Irwin,Idaho Falls,Bonneville County,16019,47744,47148,47686,48484,49298,49746,49645,49570,50232,51097,52102,52039,52753,53411,53933,53990,54270,55349,57970,59001,59530,58866,59401,60052,60329,60949,61128,61413,61185,61215,60628,60107,59285,59214,59431,60432,61505,62098,62579,63338,64453,65312,66015,67736,69956,72174,73145,73785,74440,75532,76857,77527,78253,78855,80018,80519,81151,81455,83013,85049,87722,90194,91809,92785,93849,96829,101147,107182,111995,117515,120245,119097,115526,112007,112395,115806,118480,119487,117176,114105,111475,107884,106303,107886,111463,114660,115421,115498,117143,118388,120303,119936,118597,117243,116660,115863,114866,115275,117118,117328,116842,116814,117174,119294,124100,132566,139683,146233,151506,155636,156177,158008,159099,160133,162199,164767,166277,162381,158843,157978,159147,159317,159663,159939,160222,159272,156969,154795,152500,153055,154145,153697,151818,151087,153042,153683,153327,152628,152115,150314,148270,145807,143880,141057,139700,138463,137888,136829,137083,138797,141357,145180,147802,150510,151682,154214,156824,159666,159527,160092,159836,160093,160581,161752,164983,167732,171132,173110,171562,168052,166341,165662,166137,164068,163978,161733,160669,158103,157347,156777,156769,157096,156010,157733,160547,166058,166909,167411,164392,162817,159515,158281,159776,163399,168742,170530,168060,164871,163709,166420,169176,172621,176084,178424,180288,180490,180020,179586,181610,181839,181632,179280,180724,182949,186359,188503,189122,190297,191449,193728,196668,200451,205542,206106,207008,207425,209600,211372,211683,212192,212796,213750,213819,211841,208742,209094,209588,208287,205138,203300,204507,208141,211317,215041,217033,221375,225746,230052,233127,237629,242405,246587,249318,249598,250175,249645
94174,27695,83449,Zip,ID,ID,Swan Valley,Idaho Falls,Bonneville County,16019,96973,96867,96929,98626,100676,102679,104533,107774,111237,112885,113382,113091,114904,115585,116339,116242,116591,116887,118596,119694,121309,121807,122034,122129,122363,123403,123809,123635,122934,122211,121543,121229,121495,122287,123480,123912,124266,124417,125189,125831,126416,126566,126600,127852,129936,132033,133151,134447,134935,135614,136067,137288,139300,140843,143104,142900,143342,143376,144783,146660,151374,156136,160254,161311,160759,161738,164661,172199,176462,180572,182418,182452,178174,172952,170873,172762,175246,178608,176224,172181,169600,168997,169457,169382,169193,169718,168872,170380,171780,170835,173024,172468,171064,166681,163317,163136,166905,174458,181307,182660,182365,183571,184388,186170,189879,197210,204336,210259,213237,211084,206876,205285,207609,209631,211067,214143,216174,215754,212956,211511,210410,208937,208035,206790,204018,199991,197216,194589,191735,191126,194005,196078,197648,199563,204113,208969,211627,213584,213062,210422,207665,204048,201472,198348,196897,196276,196070,193810,193178,194134,198107,205109,213180,221196,225011,228208,229230,231633,230004,232582,234027,235864,235593,234788,234339,232802,232657,232791,233120,229486,228855,226459,227307,226500,228564,228496,229723,228236,227998,226901,226471,227619,227256,229800,231975,236287,235362,234567,229816,229791,228630,230555,232672,237144,242268,243641,241356,238628,240214,245666,251017,254986,257585,259646,261764,262269,263305,264556,268569,270877,268985,264968,265456,269793,276425,280700,283594,286875,289151,293564,298117,304108,314755,317809,320197,318295,322172,325839,327730,328716,330647,331565,330440,326948,324033,328543,331690,331100,323456,317770,317572,322631,328261,332605,335017,339137,342555,344337,346308,352545,361208,369266,374215,375126,375360,376843
94178,29532,83454,Zip,ID,ID,Ucon,Idaho Falls,Bonneville County,16019,79221,79507,79908,80698,81782,82549,83360,84103,84947,85324,85488,85826,86588,87206,87881,88367,88837,89387,89627,89821,89830,89724,89588,89430,89582,89918,90025,89850,89918,90247,90456,90512,90430,90765,90959,91278,91142,91228,91304,91806,92111,92278,92671,93009,93506,93973,94602,95168,95369,95589,95902,96537,97939,99342,100826,101488,102423,103378,104356,105015,106361,108059,109979,111159,110487,110088,109490,110955,111999,112508,112880,113889,115625,117067,118453,119814,121397,122691,123134,123313,124018,126430,128739,129999,130836,131748,132603,133633,136035,139383,142292,143607,144883,145970,146836,148119,148377,148614,148195,147085,147242,146570,148463,149784,148418,144813,141633,141254,142146,142336,142510,143832,141561,138862,135400,135930,138172,140281,141460,140893,139525,137927,136634,135453,136252,136829,136455,133199,130634,129151,128692,127310,125034,123631,122463,120977,118580,116788,115259,113618,111831,110254,108961,107560,107228,106811,106512,106297,106867,107993,109822,112226,113096,114053,114439,116728,117786,119134,120047,122132,122900,122536,121603,121777,123944,125480,126323,125654,126256,125826,125917,124044,124308,124293,124340,122887,121576,120750,121295,121615,122032,122557,122980,123272,122574,122871,124464,126741,128172,129380,129599,129955,129583,130065,130941,133298,135646,137785,138693,139507,139691,140589,142124,144996,147813,149968,151717,153126,154529,156016,156793,157677,159798,161875,163453,163859,165065,167798,169973,171581,173047,174541,176627,178216,180208,181549,183320,184620,186400,187196,188741,190994,193254,195299,197617,200160,202113,202969,203030,203335,203624,205213,207823,211416,214947,218220,220676,223248,225687,229253,233203,237377,240975,243540,244813,244879
94312,10165,83805,Zip,ID,ID,Bonners Ferry,,Boundary County,16021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128655,131100,133086,137105,140001,142776,144939,147690,150392,153167,155557,157589,159322,160385,161265,161936,163849,165278,167097,167261,167322,167215,167483,167711,167680,167206,166851,166504,166394,166576,166780,167265,167334,166740,165889,165412,165251,165141,164593,163817,162840,161843,161034,160494,159700,158627,157064,155167,153824,152678,151984,150685,149435,148232,146998,145710,144642,144160,143875,143339,141895,140033,138039,136852,135754,134780,133888,132915,131924,130658,129732,129244,129040,129299,129570,129805,129903,129969,130188,130615,131076,131391,131649,132031,132753,133251,133477,133578,133965,134687,135326,135839,136362,137254,138214,139150,139895,140801,142292,143909,145266,146021,146342,146763,147333,148045,148509,148846,149117,149532,149878,150368,150807,151539,152759,154186,155357,156158,157195,158406,159908,161286,162392,163106,163967,164818,165547,166037,166935,168319,169689,170783,171736,172940,174411,176059,177521,179017,180627,182417,184029,185208,186257,187564,189012,190089,191164,192354,194313,196302,198338,199978,201771,203781,206005,208197,210087,212117,214030,215692,216460,217274,218876,220661,222336,224102,226030,227986,229451,231107,232397,233415,233960,234699,234274,234180,234051,234541,235250,235759,236840,238001,239738,242037,245274,248638,252855,257229,262138,267027
94345,19609,83847,Zip,ID,ID,Bonners Ferry,,Boundary County,16021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197154,202173,206282,216435,223057,229494,232571,237224,242000,246283,249998,251226,251967,252288,252789,247690,245550,241103,243004,240672,237501,233552,229529,228497,226042,221717,217246,216547,217818,220620,220111,219913,218837,217750,216566,214405,213148,212152,210194,207753,203998,200816,196812,194230,191809,189708,186614,183148,181870,181291,181590,178956,176621,173834,172031,169820,167898,166191,165302,163976,159789,154815,149903,148390,146912,145670,145142,144482,144119,143113,142423,142173,141691,141630,141016,140882,140848,141350,141383,141481,141256,141375,141491,142061,143449,144897,145922,145963,146209,146965,147911,148866,150231,151513,152606,153116,154158,155375,158860,162348,165425,166343,166856,167549,167897,168535,168720,169396,169575,170367,170190,170505,170818,172075,173265,174489,175457,176318,177931,179809,182149,183533,184453,184512,185072,185987,187186,188155,189714,191617,193232,194136,194629,195557,196861,198746,200190,201388,202360,203736,205172,206436,207628,209230,211199,213082,214567,215730,217404,219771,222843,225644,227947,229958,231888,233471,235071,237099,240001,243228,245477,247268,249245,251160,253282,255258,257800,260428,262723,265147,266495,266919,267265,267887,267349,266344,265077,265504,266277,267439,268384,269309,271011,273664,277160,280954,285886,291824,298621,304921
94343,19667,83845,Zip,ID,ID,Moyie Springs,,Boundary County,16021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147131,148868,150061,152820,155280,158016,160464,163020,165319,167466,169260,171238,172820,174250,175816,177654,179489,180630,181780,182322,182160,182062,182406,182999,183092,182708,182591,182531,182618,182594,182748,182913,184323,185211,185871,185196,185348,184939,184351,182233,180363,178498,176604,175100,173436,172026,169973,167537,166189,164959,163722,161648,159993,158398,156834,155068,153268,152111,150948,150330,146821,143260,139406,138234,136987,135890,134478,132881,131227,129459,128267,127266,127294,127534,128193,128267,128336,128304,128561,129289,129948,130315,130522,131007,131845,132788,133368,133415,133401,133634,134322,135067,136020,137077,138163,139256,140288,141108,142519,144146,145802,146876,147076,146923,146738,147266,147851,148486,148910,149661,150059,150821,151389,152603,154456,156625,158543,159532,160378,160670,161541,162438,163762,163986,164538,164713,165559,166066,166903,167708,168646,169969,171001,172646,173913,175929,177066,178454,179182,180251,181312,182619,183856,185090,186417,186726,186926,187627,189711,192083,193898,195595,197131,199105,201141,202990,204657,206507,208963,210829,211668,211961,213517,215097,217102,219284,221756,224209,226051,227923,229311,230134,231080,232291,232239,232450,232383,232643,232863,233155,234295,235836,237815,240767,244272,248216,253158,258481,264510,270863
94087,23532,83255,Zip,ID,ID,Howe,Idaho Falls,Butte County,16023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139896,139660,139266,138353,137418,136617,135991,135194,134613,134218,133658,132940,131751,130717,129483,128679,127741,126677,125241,124049,122660,121865,121408,121120,120507,119599,119055,118666,118292,117639,116977,116353,115567,113383,110685,108352,107856,107609,107436,106506,106003,105959,106491,106893,107482,108614,110765,112459,113052,112922,112711,113086,113423,113803,114068,114443,115370,116163,116550,116442,117405,119277,121353,122684,123569,124384,125084,125792,125822,126005,125881,126522,126584,126416,126161,126456,127062,127674,128152,128740,130218,131832,133563,134377,133949,133342,132543,132807,133309,133944,134859,135452,134796,133614,132674,132983,135223,137451,140420,141679,143041,143544,144167,144903,146426,148705,150752,152682,153827,155201,155641,156927,158154,160728,162236,164021,165021,166819,168614,170945,172604,174069,175730,177134,179118,180748,184507,187587,191281,192744,193868,194036,194957,195967,197452,200350,203027,205236,205650,206146,205982,206376,207129,208872,211681,214325,216384,216000,216017,216262,217353,218698,220442,222779,225078,227031,228004,229200,230737,233657
94118,24321,83327,Zip,ID,ID,Fairfield,Hailey,Camas County,16025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131088,129549,128550,126797,125854,125125,124504,123834,123871,123916,124215,123912,123525,123960,124344,124543,123493,122455,121572,120617,118944,117084,115456,114625,113987,113015,112120,111252,110689,109656,107987,106513,104932,103958,102521,101585,100502,99407,98001,96490,95458,94894,95231,95951,96458,96434,95963,94550,93334,91858,91017,90074,89355,88568,87015,84936,83844,83567,84016,84422,84469,84421,84402,84542,84754,84880,85487,86271,86780,86665,86628,86592,86984,87819,88407,89167,89149,89284,89205,89357,89648,90221,90669,91228,91476,91943,92412,92794,93239,93481,93961,94013,93540,93033,92672,92802,92951,92564,92323,92045,92325,92706,93026,93939,95062,96129,96944,97421,98117,98730,99439,100190,101125,101962,102915,103337,103971,104598,105161,105922,106710,108011,109250,110486,111407,112476,113184,114247,115034,116143,117101,118076,118880,119494,120391,121428,122313,123055,123748,124526,125247,125799,127371,128791,130113,130308,129640,129334,129699,130655,131637,132629,133967,135512,136588,138002,139860,142932,146940,150969
