State,Region Code,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
MT,30043,-3,-1,10,-2,7,1,6,-3,1,2,5
KS,20087,9,-4,6,3,4,-1,7,2,-1,5,9
FL,12065,-4,2,1,12,-1,6,-2,-4,2,-1,9
OH,39081,-10,4,-3,-2,21,19,10,-30,14,14,10
ID,16051,0,-5,9,-2,5,-2,8,9,6,14,11
OR,41031,-1,5,6,1,-3,4,8,3,4,14,6
AR,5069,2,4,1,1,4,-3,-4,0,0,1,1
TN,47089,2,7,-3,1,7,3,3,3,6,3,5
GA,13163,-2,1,0,1,4,-3,1,7,5,0,10
NY,36045,5,6,4,-2,-1,0,-2,-2,1,3,3
IA,19101,-5,-2,5,9,1,-1,4,4,2,7,4
PA,42065,-3,6,6,0,0,2,1,-3,5,4,5
KY,21111,-2,5,3,7,2,3,6,4,0,3,4
AL,1073,-5,2,5,3,0,2,2,2,3,5,3
CO,8059,0,3,1,3,3,5,6,6,5,6,6
WV,54037,3,6,14,6,1,-1,8,4,2,6,7
OK,40067,-4,9,22,-11,-13,16,12,-9,-14,2,0
NE,31095,-12,17,11,-7,13,14,-12,0,2,0,2
WI,55055,4,3,1,4,3,2,6,0,6,4,3
LA,22051,-2,3,0,1,0,2,4,1,3,3,4
MO,29099,0,2,1,2,4,0,3,1,3,4,2
MS,28065,-23,-12,-6,-5,12,-5,-3,-6,12,-3,0
LA,22053,-16,-5,-4,8,-2,-1,-12,2,3,2,2
GA,13165,-11,1,10,-1,12,-3,10,9,-7,0,15
IN,18079,-10,14,-3,2,2,1,3,1,8,5,5
SD,46073,11,21,37,-4,7,-10,1,2,6,-14,0
ID,16053,-16,28,4,9,5,11,-3,3,0,4,9
IL,17083,1,5,2,-4,7,2,11,-6,1,7,4
KY,21113,-1,3,-4,8,7,9,8,7,4,5,2
KS,20089,-16,-6,68,-21,28,-18,3,-15,-18,41,14
TX,48247,-32,-1,-3,-7,0,5,-12,1,2,2,3
TX,48249,-16,17,28,18,-5,2,-23,-24,7,16,4
IL,17085,-4,5,7,-2,12,0,5,-7,0,1,5
TN,47091,7,-2,0,0,1,1,9,3,4,2,6
TX,48251,-26,-1,1,-11,0,6,-18,-4,11,6,1
IL,17087,5,3,21,1,2,-17,2,0,0,5,7
AR,5071,-9,5,3,2,23,1,-8,-5,0,2,-2
KY,21115,3,-2,0,-3,-1,-2,-1,-2,2,1,6
WY,56019,-31,-6,-11,-28,4,9,-31,-14,5,3,-6
GA,13167,3,0,0,-1,0,2,3,0,-2,9,8
KS,20091,-2,-4,1,6,6,6,5,3,4,5,3
MO,29101,-3,5,4,2,6,1,2,3,4,2,4
IN,18081,-3,5,5,10,7,10,11,2,-1,9,4
IA,19103,3,4,5,3,6,3,3,3,4,4,1
NE,31097,31,19,-29,3,-2,-1,1,-9,7,3,6
NC,37101,1,3,5,-5,9,8,10,12,18,8,7
OK,40069,8,5,2,-11,5,11,2,13,6,7,-5
NC,37103,6,20,10,7,19,-4,-23,1,14,-9,17
MS,28067,-8,-4,-4,9,4,5,-1,-7,3,2,3
SD,46075,-34,20,33,16,22,-16,3,-37,34,-12,13
GA,13169,-2,2,-1,2,12,5,3,5,4,-3,7
IA,19105,-2,2,13,5,12,-5,6,-3,0,2,7
TX,48253,-9,14,3,-5,6,-8,-11,0,2,0,6
OR,41033,0,0,1,2,2,6,9,6,7,7,7
UT,49023,7,11,1,-11,10,4,7,-6,0,22,3
MT,30045,-9,34,8,20,-20,28,13,0,-16,7,12
WI,55057,-4,6,6,4,0,-1,2,3,2,3,4
PA,42067,-2,2,0,0,6,16,10,-2,11,6,1
MI,26077,2,2,1,3,4,2,7,4,6,5,4
MI,26079,-9,7,3,7,4,5,-3,1,7,9,3
MN,27065,-1,5,4,2,14,8,2,7,-6,3,8
WV,54039,3,1,2,0,0,1,1,1,0,3,2
MN,27067,3,5,5,5,0,-1,9,0,4,1,3
UT,49025,-3,3,8,7,3,12,3,5,9,3,5
IL,17089,-3,3,3,3,5,3,6,2,5,4,3
IL,17091,2,3,3,8,1,6,6,9,10,5,4
TX,48255,-11,59,250,155,45,21,-45,-21,44,25,-17
HI,15007,-7,3,4,8,7,4,6,3,3,6,7
TX,48257,1,4,6,3,0,2,5,5,5,8,6
OK,40071,-7,-1,3,4,1,0,-4,0,3,4,3
NE,31099,1,0,18,8,18,-4,-2,-16,-13,-1,6
KS,20093,-2,20,3,5,11,-7,-15,2,0,2,2
NE,31101,-5,4,21,8,7,-7,4,2,-6,5,6
MS,28069,-10,-29,-29,20,60,-1,6,4,-13,-7,2
IL,17093,-4,3,3,7,-1,1,11,3,4,5,3
TX,48259,2,5,3,10,6,8,10,10,8,9,5
TX,48261,-42,18,-5,-26,-1,21,-39,-17,21,8,14
ME,23011,0,2,-1,-1,5,4,2,3,3,3,7
WI,55059,0,3,2,2,7,3,8,6,2,3,2
RI,44003,3,2,0,3,2,2,3,3,1,3,5
DE,10001,5,-1,0,-1,1,5,6,1,2,6,6
TX,48263,-37,27,25,-10,-6,-17,-51,-9,18,15,-21
MD,24029,3,0,-1,0,2,1,3,3,6,0,8
MI,26081,-2,3,3,6,4,5,8,5,3,5,3
KY,21117,0,6,-1,-1,1,4,3,6,2,7,4
IA,19107,5,-6,25,10,4,-2,-3,10,-7,3,3
CA,6029,-14,5,5,5,1,2,-10,-3,6,6,3
TX,48265,1,3,0,3,1,5,7,2,2,6,6
SC,45055,-1,5,-2,6,1,3,7,-3,3,6,0
WI,55061,-10,16,3,4,4,2,-7,4,12,-1,0
MI,26083,0,8,-1,0,3,6,8,7,-1,2,13
NE,31103,-28,78,68,15,21,23,-10,-25,-26,5,7
ND,38043,-2,38,21,12,-7,8,10,-24,35,-5,13
NE,31105,-8,12,20,0,1,2,-9,0,7,14,4
TX,48267,0,2,12,13,18,5,-5,-8,-11,3,8
TX,48269,-37,2,14,-6,-3,-9,-36,5,17,10,-24
WA,53033,-2,3,5,9,6,7,7,5,7,10,8
VA,51099,1,8,2,0,5,6,4,2,3,4,4
VA,51101,1,7,-4,-1,-4,5,6,3,3,6,5
VA,51097,3,-3,8,-4,1,-9,5,3,-10,3,5
OK,40073,-18,3,15,8,4,15,-11,4,7,21,4
KS,20095,-14,4,8,19,25,-2,-8,-1,-9,4,10
CA,6031,-6,3,17,-6,3,10,-1,1,6,3,8
NY,36047,5,4,2,5,4,5,7,5,6,11,2
SD,46077,2,-8,47,-10,22,-18,3,4,-13,20,5
TX,48271,8,6,4,11,30,6,14,-4,4,-8,11
KS,20097,-7,2,13,6,22,-19,5,2,-4,18,7
CO,8061,9,20,3,-5,31,-23,-37,-1,18,4,33
OK,40075,-28,18,17,11,5,1,-10,-4,-6,-4,16
CO,8063,4,11,-4,-8,0,-2,-3,11,-11,-9,36
WA,53035,0,1,1,1,1,4,5,6,5,8,7
WA,53037,0,9,4,-2,3,3,6,8,6,7,6
MN,27069,-46,32,7,30,1,-21,6,-12,16,3,-7
OR,41035,1,3,-3,-2,5,6,9,5,2,7,6
TX,48273,-14,-2,9,3,4,-3,-7,-5,3,2,6
WA,53039,9,20,4,7,-2,3,11,6,17,6,5
KY,21119,-8,-9,6,-26,-20,3,-3,-20,-4,5,12
IN,18083,-4,9,3,0,13,5,-1,3,5,2,2
TN,47093,-3,-1,4,6,2,3,6,5,3,6,2
TX,48275,-15,10,9,17,21,-4,-24,-5,7,10,-1
KY,21121,-8,5,1,-3,38,1,-2,-23,3,1,3
MO,29103,13,-8,-7,35,5,-2,-27,15,0,-2,29
ME,23013,-1,3,1,1,2,5,5,4,3,2,5
NE,31107,12,21,26,-14,0,5,5,0,15,-2,-2
OH,39083,-2,7,8,3,2,5,-2,2,4,8,0
IL,17095,-2,5,6,0,6,2,-8,1,-2,2,3
MN,27071,4,6,1,-3,-2,-4,13,6,-1,1,7
ID,16055,-5,5,-2,3,7,5,5,6,6,9,4
IN,18085,8,13,-1,-11,-6,13,6,-7,2,5,2
IA,19109,0,7,15,12,11,3,-8,-5,-1,6,2
WI,55063,5,4,4,3,7,11,6,-6,4,5,3
AZ,4012,-14,-5,11,-5,7,-5,15,0,3,4,7
CO,8067,-20,4,-1,-6,12,6,-16,-3,4,5,-1
TX,48283,-13,71,172,140,84,25,-49,-32,29,26,-16
LA,22059,-6,4,5,3,-3,-10,-19,-4,7,11,6
IN,18087,-18,27,4,10,11,14,11,3,15,5,-1
ND,38045,-2,25,39,-9,-14,12,-34,-1,20,13,20
IN,18091,-7,6,2,3,2,5,-3,-1,3,4,2
IL,17099,1,6,5,0,3,2,0,3,3,4,1
KS,20099,-6,4,7,2,4,2,4,2,1,5,3
MN,27073,34,-5,-1,16,-7,-20,6,-19,12,4,22
PA,42069,2,3,0,1,3,3,4,3,4,5,5
MO,29105,-2,11,-3,5,2,3,7,1,5,9,1
LA,22055,-5,6,6,5,0,3,-7,-9,2,5,2
WI,55065,4,21,8,-10,16,-10,6,-5,9,9,5
AR,5073,-24,-4,7,31,3,5,-9,-9,-2,0,-6
FL,12067,-15,-4,-6,9,5,24,-6,-22,2,5,-1
MO,29107,2,13,3,-18,10,-2,-2,4,2,0,5
MS,28071,-4,0,4,6,7,5,7,9,3,3,2
LA,22057,-9,5,2,1,6,4,-14,-12,4,5,3
OH,39085,-5,5,4,-1,-5,5,1,1,1,5,4
MT,30047,3,5,3,-2,2,5,7,1,5,2,8
MI,26085,2,-2,0,-2,-2,1,6,6,4,4,15
CA,6033,-7,1,3,2,3,11,2,4,-2,12,8
MN,27075,-6,45,9,-6,3,0,-30,5,13,8,11
FL,12069,-5,0,0,5,3,4,8,5,5,6,5
IN,18089,-10,5,12,10,-3,10,-4,-2,5,8,-1
OR,41037,-5,5,4,0,20,26,-8,8,-17,24,11
IL,17097,1,5,1,8,-1,4,7,0,1,5,2
TN,47095,-13,-6,22,0,29,-15,-4,-8,4,-12,24
SD,46079,-3,1,19,-6,14,-2,0,1,-2,10,7
CO,8065,0,0,12,39,-1,6,-6,-2,16,7,17
MN,27077,2,8,-2,0,21,9,13,-1,0,1,6
AL,1075,-10,2,6,4,4,-1,1,2,5,5,5
MS,28073,-3,7,0,-1,4,1,4,1,2,3,2
TX,48277,9,2,10,-1,2,3,9,6,4,6,5
GA,13171,-2,0,0,9,3,4,6,-1,3,2,6
TX,48279,-12,27,-4,-2,12,-6,-6,-10,8,-3,-2
VT,50015,2,2,4,0,7,5,5,2,0,7,1
TX,48281,3,1,4,7,0,2,1,0,3,5,7
PA,42071,-1,4,1,2,4,5,6,2,5,5,3
VA,51103,-2,7,0,0,1,-1,3,4,3,3,6
SC,45057,5,5,4,9,11,9,11,17,17,14,5
NE,31109,1,4,2,4,2,6,5,3,7,4,4
NV,32015,13,29,17,-10,-15,-11,-14,14,23,-6,10
KS,20101,-15,28,20,0,1,-5,-3,4,-16,0,-3
OR,41039,-4,1,2,3,3,4,8,5,6,5,4
WI,55067,-1,5,3,7,6,5,3,-1,0,2,6
GA,13173,-8,12,4,-3,-1,5,2,2,4,2,6
MI,26087,-2,9,2,4,2,-1,9,4,3,5,4
WY,56021,-14,4,9,7,-1,2,5,-3,3,6,2
CO,8069,1,2,2,4,7,7,8,6,9,7,5
KY,21123,-3,8,4,2,15,-9,3,4,0,3,5
CO,8071,-29,2,-6,-10,5,6,-23,0,7,7,-1
CA,6035,-8,12,1,7,1,1,4,4,-6,2,8
ID,16057,-3,0,3,3,4,0,9,1,8,6,3
OK,40077,-24,1,-13,-2,0,9,-14,-11,-6,0,-1
AL,1077,5,0,3,3,4,-2,1,0,3,4,4
TN,47097,-6,0,20,-6,14,-2,3,0,3,8,5
MS,28075,-7,-5,2,4,-2,0,1,1,5,6,3
KY,21125,-1,3,4,7,2,1,4,3,4,3,2
SC,45059,-6,-2,10,6,64,16,-2,-13,-15,3,1
GA,13175,6,4,0,-13,4,1,5,6,6,6,5
TX,48285,-36,-4,7,15,32,18,-20,-15,5,14,3
AL,1079,16,-1,-5,-3,-9,-14,-13,-5,4,5,7
TN,47099,0,5,6,4,3,2,4,0,1,5,6
OH,39087,7,9,15,12,1,9,8,3,-8,5,10
PA,42073,-3,5,4,2,2,3,2,-1,4,5,4
AR,5075,7,2,-7,15,13,7,-15,9,5,3,0
KY,21127,16,1,3,-21,2,18,-8,-25,0,6,9
MS,28077,5,6,-11,11,10,2,4,-13,4,3,-2
MO,29109,-6,6,-2,5,8,11,10,-14,4,11,-7
IN,18093,-16,11,-5,4,10,5,3,1,3,6,3
SD,46081,-5,5,1,3,6,4,6,3,6,2,5
IL,17101,-2,4,13,-1,1,7,-2,-3,2,9,-1
OK,40079,-11,19,9,-1,1,2,-1,-4,9,3,-1
MN,27079,-6,9,8,5,2,9,-6,12,8,4,6
NM,35025,-23,10,16,7,9,9,-17,-13,20,30,9
MS,28079,7,6,-15,-2,14,14,1,-9,11,4,-7
KS,20103,7,7,3,2,0,2,3,1,2,5,3
PA,42075,3,5,5,5,1,5,2,0,5,5,3
TX,48287,-10,9,13,11,-2,8,-12,-7,15,-5,9
VA,51105,-3,-4,2,-7,2,-6,2,3,1,0,8
FL,12071,-6,0,0,4,3,8,8,8,5,5,6
KY,21129,-7,7,-3,0,-4,2,-5,-2,-4,9,6
IL,17103,-3,3,13,0,15,2,-5,4,8,6,5
AL,1081,2,3,10,6,4,3,7,5,3,3,3
IA,19111,2,4,3,4,2,7,9,-2,-7,2,4
MS,28081,-3,5,5,5,2,0,8,1,3,3,4
SC,45061,1,-3,1,6,-2,-11,1,8,8,6,6
GA,13177,-2,4,11,8,8,0,-3,8,8,4,10
NC,37105,0,-2,-1,-7,5,2,1,-2,-2,5,3
AR,5077,-9,7,46,-21,-1,-20,2,-2,7,-3,19
MI,26089,1,1,2,5,8,3,6,8,-1,9,6
MS,28083,-5,5,4,-2,6,-6,3,2,4,2,4
PA,42077,1,4,2,1,2,3,4,3,1,2,7
ID,16059,1,-1,-1,6,3,9,2,1,8,8,7
MI,26091,-5,6,4,0,1,2,7,3,4,6,-2
NC,37107,-2,1,10,8,8,4,6,3,2,1,4
FL,12073,0,0,0,3,2,4,3,4,4,5,4
TX,48289,-26,18,2,-14,13,3,-26,-21,-8,5,-2
KY,21131,0,5,11,-20,-18,-17,1,-6,5,7,4
KY,21133,1,-4,5,-19,-7,-3,-7,-11,-3,7,4
FL,12075,-2,1,-7,4,3,7,7,6,7,0,6
TN,47101,1,2,3,8,1,10,5,6,0,8,9
WA,53041,0,7,-7,1,7,9,-1,-1,7,8,9
MO,29111,0,-1,5,1,12,2,-8,-11,2,15,0
ID,16061,0,4,-1,7,3,-15,14,-10,10,7,1
KY,21135,2,6,4,4,7,-2,0,-3,3,7,7
WV,54041,-1,17,11,8,-2,2,-12,-11,1,16,0
NY,36049,15,7,2,-2,7,9,-3,-4,5,2,8
MT,30049,8,11,3,-3,-6,2,5,2,5,2,5
SC,45063,-1,3,4,2,6,9,7,6,4,5,5
MT,30051,4,6,-18,23,20,-4,6,-16,-23,103,12
TX,48291,-19,1,6,0,1,1,-6,-1,6,11,6
FL,12077,-20,3,1,-5,6,21,0,3,5,3,7
GA,13179,3,7,6,-1,-1,-3,1,-1,2,3,1
OH,39089,-1,2,6,3,2,6,6,4,2,7,7
AL,1083,0,3,6,6,3,4,4,3,5,2,5
TX,48293,-23,5,3,-15,2,-1,-16,-8,13,7,4
CO,8073,4,2,25,18,16,14,-2,-1,6,3,2
MS,28085,-5,5,3,7,4,0,-5,3,10,4,2
OK,40081,-2,10,1,5,0,10,-6,-3,-1,12,7
GA,13181,0,-3,-2,5,-2,4,5,4,2,4,8
OR,41041,3,0,5,-1,1,3,6,5,6,6,6
KS,20105,-22,34,15,-7,5,-5,-1,-5,0,3,3
TN,47103,-2,1,7,4,25,18,23,10,-37,2,5
WY,56023,-20,-3,4,-11,3,-1,0,3,4,5,2
NE,31111,4,-1,9,9,9,0,5,4,-8,6,-3
NM,35027,-1,3,4,4,-4,4,2,1,1,4,10
KY,21137,-3,16,-1,5,-1,-2,1,-1,0,3,6
SD,46083,2,3,10,0,11,11,10,10,6,8,6
MN,27081,23,5,10,3,-1,-4,5,-14,15,4,23
WI,55069,2,2,3,2,9,14,17,18,-8,4,3
AR,5079,2,4,0,12,21,-14,6,-5,-4,2,3
LA,22061,-14,-1,-5,2,10,14,-7,3,9,6,-1
WV,54043,7,6,3,-3,-4,-15,-14,-2,1,-8,5
ID,16063,-18,19,10,-3,8,15,-16,6,18,0,9
NC,37109,-3,2,6,1,12,5,10,7,11,4,10
WA,53043,17,-8,6,-8,-3,-8,13,-8,-3,11,11
NV,32017,5,3,0,33,4,-1,-2,7,-24,3,15
MO,29113,0,4,-2,5,4,4,2,9,3,4,3
ME,23015,0,4,-1,5,0,3,3,4,2,5,6
MT,30053,-1,5,5,2,-5,3,0,4,7,2,3
MO,29115,4,-3,5,-1,6,1,-3,-5,6,5,3
KS,20107,11,4,6,4,-9,5,-4,14,-31,15,8
OR,41043,-2,0,3,2,4,3,8,6,3,10,4
IA,19113,6,6,3,1,1,7,7,2,-1,4,1
TX,48295,-37,-4,18,7,-5,7,-42,-19,25,2,-8
CT,9005,-1,4,2,3,0,-1,2,1,2,1,5
AR,5081,2,-16,-3,4,-1,-2,-11,8,6,7,3
TX,48297,-28,21,88,28,26,15,-44,-22,13,14,8
LA,22063,1,15,6,4,2,-1,6,-3,7,5,7
KY,21139,-3,5,9,1,12,-3,-10,-7,2,1,10
MO,29117,7,0,6,-1,7,3,-6,7,3,3,5
MI,26093,-2,11,7,1,5,5,7,5,7,5,4
NY,36051,0,8,3,2,4,1,1,0,7,4,5
IL,17105,-9,7,6,2,8,-3,-7,11,-1,4,5
TX,48299,4,0,-1,4,0,3,35,5,3,1,7
OH,39091,-12,9,9,7,4,3,-6,3,4,4,0
IL,17107,0,0,7,-9,18,-6,-8,10,0,3,3
OK,40083,5,6,7,5,0,4,-3,3,4,5,5
KY,21141,-3,11,17,9,11,0,0,-8,3,6,4
AR,5083,-20,4,-4,10,3,9,-1,-6,0,6,-8
ND,38047,-10,18,53,-11,5,63,7,-38,26,-17,-8
WV,54045,2,5,13,-9,-6,-12,-11,-9,7,14,3
KS,20109,1,15,20,-5,21,-14,-10,-3,3,1,15
CO,8075,-10,10,5,6,2,4,9,1,-10,-1,9
NE,31113,-13,30,48,-8,26,7,4,-12,-28,23,-2
GA,13183,3,0,3,7,4,15,5,3,-8,7,5
AR,5085,5,2,-1,5,9,0,0,1,4,2,2
OH,39093,-7,6,7,4,0,2,3,1,1,4,3
NM,35028,1,5,1,0,-7,-1,2,12,3,4,6
CA,6037,-4,3,4,3,4,5,7,4,5,4,4
TN,47105,1,5,5,1,8,5,8,1,3,8,6
VA,51107,2,7,2,4,6,4,8,6,7,7,5
VA,51109,20,1,0,9,-6,4,5,-9,3,4,2
IA,19115,12,-6,-9,12,4,5,-6,0,7,9,-5
NE,31115,-2,36,24,38,54,40,15,0,-17,-4,0
OK,40085,13,1,6,5,10,11,12,8,5,4,1
TX,48301,-45,-13,-2,18,30,50,-28,44,90,72,-5
MS,28087,1,4,6,7,0,-6,0,5,4,2,5
AL,1085,4,16,11,-11,2,0,-8,1,3,2,1
GA,13185,1,2,0,4,2,2,4,3,4,6,4
TX,48303,1,6,2,5,5,3,4,4,4,5,3
IA,19117,-4,2,7,4,6,-2,9,0,1,5,5
OH,39095,2,6,10,-1,3,10,-6,-2,3,8,2
MI,26095,6,2,-1,3,2,4,0,-1,3,3,3
GA,13187,-2,3,0,4,4,3,5,2,8,5,7
NM,35029,-5,11,-1,5,4,3,4,1,-1,4,5
VA,51111,6,0,1,-1,1,1,6,3,1,3,9
PA,42079,2,3,3,2,2,3,5,2,1,4,5
PA,42081,3,9,14,10,7,10,-11,-2,5,2,0
SD,46085,-28,20,20,6,17,-13,9,-23,18,-2,-1
TX,48305,-8,66,-32,32,46,-40,-14,14,8,13,18
KS,20111,-2,1,5,5,-3,2,3,3,8,8,4
IA,19119,-15,31,21,12,7,15,-9,5,18,-5,-7
NV,32019,-7,-4,5,-1,6,4,-3,5,6,10,7
MN,27083,2,1,3,1,7,4,10,2,1,1,3
KY,21143,8,-3,-2,5,1,3,2,4,11,-1,6
MI,26097,-4,2,2,2,9,2,4,1,1,4,7
MI,26099,-10,9,4,5,5,5,6,5,3,3,2
IL,17115,6,2,1,0,8,7,7,-4,-7,0,1
TN,47111,-6,8,0,14,-11,14,13,-2,2,3,-1
MO,29121,1,-9,3,1,4,2,8,9,2,2,5
GA,13193,6,-2,0,5,2,8,10,-7,10,-1,9
NC,37113,-3,4,3,0,4,8,13,15,5,5,8
AL,1087,2,-2,5,0,7,-5,0,6,5,3,5
IL,17117,1,3,2,-5,12,-6,9,-3,3,8,1
CA,6039,-11,17,6,6,4,7,-4,8,6,3,6
MS,28089,-6,12,7,9,11,7,4,2,4,1,1
MO,29123,1,6,7,8,10,1,-5,-7,12,6,4
ID,16065,2,-6,8,5,9,0,9,2,5,10,6
TN,47113,-3,4,8,4,1,2,4,4,5,5,1
NY,36053,1,5,1,4,7,2,0,-1,5,3,8
IN,18095,-1,4,1,2,2,5,3,2,2,4,3
NC,37115,1,5,-1,-11,0,12,4,2,-3,13,8
OH,39097,-8,9,12,9,4,5,3,4,6,2,0
AL,1089,4,5,2,1,3,2,4,4,4,6,5
AR,5087,-5,5,-6,19,7,13,2,-9,8,4,-8
IA,19121,-2,-2,10,-3,0,0,11,3,2,5,3
TX,48313,-11,23,25,36,25,24,-35,-22,3,3,1
LA,22065,8,-2,71,-2,-12,-14,-8,4,13,12,-2
GA,13195,-4,0,-5,16,8,6,1,-6,10,8,-3
KY,21151,-2,10,3,4,5,4,5,2,2,3,3
VA,51113,6,-3,-1,19,4,7,-2,-1,-7,2,8
NE,31119,-1,5,6,6,3,6,4,-2,3,6,4
FL,12079,-4,-1,1,9,4,10,4,-8,5,6,6
IL,17119,0,-2,18,-2,-3,4,-2,-5,11,10,3
MT,30057,-11,-2,14,-6,13,12,11,0,-1,14,12
KY,21153,1,-1,9,-18,-4,-10,-13,-7,-3,6,8
IA,19123,-5,-3,13,9,-1,-1,2,2,6,10,3
MN,27087,-8,-1,11,10,6,-15,19,12,-11,2,3
OH,39099,-6,2,4,1,2,2,1,0,2,4,4
OK,40093,-12,18,50,12,-16,16,-19,-20,8,16,-2
OR,41045,12,-5,2,-1,11,17,7,3,3,3,6
FL,12081,-3,-2,1,0,4,4,10,5,4,7,8
MI,26101,-2,-2,3,1,0,0,5,3,3,4,5
WI,55071,-2,7,3,7,-1,4,-1,0,0,0,5
WI,55073,0,2,6,4,3,5,2,1,4,6,3
AL,1091,6,3,-3,2,4,2,0,3,-2,6,5
AZ,4013,-7,1,4,6,3,4,6,5,5,7,6
MO,29125,0,4,1,4,7,5,-12,11,-6,4,5
CA,6041,-1,2,4,4,5,7,7,11,11,6,3
WI,55075,-9,12,9,5,4,3,3,0,-4,6,3
OH,39101,-3,-1,6,2,4,1,5,1,2,4,3
GA,13197,-3,-3,-4,8,2,-3,-7,-9,4,3,8
OR,41047,-2,2,1,2,4,5,9,7,6,8,5
TN,47115,-1,5,7,7,3,-1,5,2,6,5,4
AR,5089,-7,7,8,-12,10,11,44,-7,5,-6,12
SC,45067,-7,1,3,-4,2,-3,3,3,3,7,12
MO,29127,3,3,-1,2,5,-3,1,1,4,7,3
WV,54049,16,7,6,0,2,-1,-3,-8,6,4,2
MS,28091,0,3,-3,3,9,-1,1,5,10,14,1
IN,18097,3,3,2,1,3,3,-3,3,2,6,4
KY,21155,-2,12,5,13,7,3,6,9,7,6,2
TX,48315,-8,7,-3,-7,10,-10,-6,7,16,11,4
IA,19125,-6,1,3,11,-1,6,6,2,9,9,5
AL,1093,0,0,-1,4,5,-1,5,0,3,6,2
IL,17121,-5,6,7,1,-1,-1,3,-1,5,5,3
FL,12083,-8,-1,-1,1,3,3,5,8,2,5,7
KS,20115,-1,0,2,8,4,0,6,6,-3,13,17
CA,6043,2,-1,12,-6,2,5,5,9,9,17,9
SC,45069,-3,2,10,-3,12,-3,1,2,6,4,5
MI,26103,1,9,12,-2,-3,2,-3,4,-1,2,2
WI,55077,3,7,3,-1,17,13,7,-6,-9,5,5
MS,28093,-2,7,0,1,7,2,12,-3,7,9,6
IA,19127,14,-7,-19,8,0,1,4,1,1,7,4
IN,18099,-10,10,4,3,5,3,-4,3,2,3,3
KY,21157,-5,7,3,7,9,-2,0,4,4,3,1
OK,40095,-18,15,21,22,-14,-7,-11,-1,2,10,7
AL,1095,-2,3,2,6,5,0,5,4,5,5,4
MN,27089,-40,20,13,26,-2,-21,3,9,6,9,-5
IL,17123,-5,2,10,0,-1,-5,-14,21,-8,2,0
KS,20117,-6,7,33,2,6,-3,-1,-14,9,3,9
SD,46091,-13,50,23,16,9,0,-7,-7,-16,10,5
TN,47117,-11,-9,5,7,4,10,8,5,18,8,2
WV,54051,14,11,8,-6,15,13,-7,-3,8,20,-7
KY,21159,16,0,2,-21,-2,-9,-13,-8,-6,-6,1
MN,27091,-7,7,7,3,-2,3,-4,-7,15,7,6
FL,12085,-1,1,-2,2,-1,3,9,1,4,5,6
NC,37117,3,-1,-2,4,3,3,2,-2,3,1,2
IN,18101,5,8,7,-2,-6,5,9,0,7,6,8
TX,48317,-25,45,50,30,18,1,-40,5,54,72,8
TX,48319,8,8,4,6,-1,-2,12,-8,12,4,4
MI,26105,0,5,2,5,7,5,6,-1,4,4,1
WV,54053,10,-6,3,-1,-7,5,-3,-2,-2,0,17
KY,21161,3,7,1,2,8,11,-7,7,-4,5,0
IL,17125,-1,7,7,-5,12,-2,-20,12,7,2,-6
WA,53045,-2,3,1,2,7,4,2,3,3,11,7
IL,17127,-1,10,1,-9,-1,9,-11,-11,-6,6,2
TX,48321,-9,-1,-2,-10,1,10,-3,-1,4,-1,8
VA,51115,1,3,2,-1,0,-1,4,2,3,6,12
TN,47119,-8,-8,1,2,6,6,13,14,7,0,6
TX,48323,-4,5,7,4,1,2,0,3,11,7,5
OK,40097,-4,0,7,3,7,6,3,-7,-4,14,5
OK,40087,9,5,6,9,4,6,1,0,5,7,0
MT,30055,-13,78,-13,29,2,-24,3,11,-4,5,1
SD,46087,21,9,26,-28,-7,-21,5,19,22,5,19
SC,45065,8,5,-3,-1,14,4,0,8,3,5,11
KY,21145,-2,3,2,1,6,4,7,4,-1,2,5
KY,21147,-1,7,-2,-1,0,1,5,2,3,3,6
TX,48307,-20,10,21,9,4,2,-7,-9,15,8,-4
OK,40089,-1,16,2,4,5,2,9,4,3,0,2
MO,29119,-7,4,-1,4,8,10,22,-13,-2,5,-6
IL,17109,3,2,4,1,5,0,-5,-1,-2,2,0
WV,54047,-12,14,10,-3,-3,-13,-15,-10,13,5,5
NC,37111,10,-4,4,-17,5,6,10,3,6,4,5
GA,13189,1,0,0,-3,1,6,6,1,3,3,7
IL,17111,-3,2,3,5,1,4,3,0,2,3,2
ND,38049,-7,-1,4,37,24,-8,6,-25,2,31,-7
GA,13191,-1,-2,-4,0,-1,3,1,1,4,6,8
ND,38051,-2,3,36,9,-3,27,-17,-16,19,-8,11
OK,40091,5,0,2,-1,0,8,-1,-1,-3,5,12
PA,42083,-8,5,6,8,1,18,-7,-4,15,12,-6
ND,38053,-1,67,62,63,36,30,-24,-20,16,29,6
NM,35031,3,3,8,0,-1,0,2,-7,3,5,3
ND,38055,25,-3,0,28,2,-2,-8,9,-2,15,-5
IL,17113,3,5,2,4,1,14,9,5,0,7,0
KY,21149,13,0,9,-8,17,5,-1,-8,9,2,-6
TX,48309,3,2,3,7,11,7,0,4,5,5,2
MN,27085,-3,5,1,4,2,5,6,5,-1,4,0
TN,47107,-7,7,9,13,3,4,6,4,0,4,5
TX,48311,-40,33,113,145,95,27,-55,-22,8,16,-20
