State,Region Code,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
WA,53007,1,3,9,3,2,4,7,4,7,4,4
NY,36015,1,7,3,2,2,2,-1,-1,0,4,5
NY,36017,7,-1,1,1,11,5,10,4,2,1,4
SC,45021,-6,4,0,1,-7,3,8,5,0,8,1
GA,13057,-2,2,4,7,4,10,10,7,6,6,7
TX,48073,-8,-1,-2,4,-1,1,-5,3,1,5,3
OK,40021,5,7,-1,4,2,1,5,1,1,2,6
NC,37039,6,9,1,-11,4,3,4,-1,5,5,5
KS,20021,-3,7,-1,0,-5,0,5,12,10,13,5
IA,19035,2,2,-4,-1,6,12,-4,-3,-1,6,2
AL,1019,-5,6,5,-1,11,-3,4,-2,5,8,1
NE,31031,3,21,27,7,26,28,6,-6,-16,-8,4
VA,51550,2,2,0,-1,3,0,6,2,3,5,5
NH,33005,-1,1,2,3,4,5,6,3,2,3,3
TN,47023,4,4,6,9,3,0,5,5,3,4,6
PA,42029,0,1,0,5,5,2,5,3,2,6,4
SC,45023,-11,2,3,6,5,3,12,3,2,10,11
VA,51041,5,3,3,5,5,-2,6,0,1,3,3
SC,45025,-5,-2,5,8,10,3,8,2,3,4,4
CO,8017,-3,19,2,-17,20,-16,-39,-4,19,7,2
KS,20023,3,14,29,-11,20,-14,-12,-7,-8,28,9
NE,31033,-7,7,15,3,8,-1,-5,2,-2,-14,-11
IA,19037,0,13,17,1,15,7,5,2,-8,6,4
MS,28017,-1,7,1,-1,0,1,-3,5,7,-2,8
AR,5017,8,3,11,8,-3,-17,-10,14,2,1,3
TX,48075,-1,-9,13,-15,23,-4,9,8,3,6,3
AL,1021,1,3,8,6,7,-2,4,3,6,6,5
MI,26033,0,2,-2,7,5,-7,6,1,2,5,4
WI,55017,-5,14,6,7,6,7,5,-5,3,5,5
MN,27023,1,1,7,9,0,-7,5,-4,6,6,9
MN,27025,-3,5,2,-2,11,2,5,5,5,4,5
VT,50007,2,6,4,4,-1,2,4,3,3,4,2
AL,1023,-33,8,16,21,2,0,-5,-2,0,12,1
MS,28019,11,14,-14,6,-10,16,20,4,2,12,-5
OK,40023,4,1,3,-4,10,1,3,-10,4,-8,-4
MT,30015,-49,61,31,-1,0,-19,-9,-17,53,23,2
NC,37041,1,-1,5,1,1,3,10,10,10,5,7
IL,17021,0,2,5,-6,11,4,-8,0,7,-1,-1
MO,29043,2,1,1,3,2,5,5,5,2,6,4
KY,21047,1,5,7,-1,-2,-1,2,-5,3,1,3
NV,32001,-1,3,2,-6,2,5,6,2,10,7,6
NM,35006,0,2,4,4,2,5,-1,0,0,-1,4
OK,40025,-68,140,38,5,7,-27,27,-7,4,-10,2
FL,12017,-4,-7,-2,1,2,1,0,1,2,5,15
OR,41005,-4,2,6,5,1,1,8,6,7,8,5
TN,47025,-4,-2,1,8,2,-2,5,1,3,5,5
MS,28021,19,-6,11,-9,13,0,2,-30,13,-1,27
LA,22027,-11,-4,35,-30,-8,1,-13,-13,8,5,-2
WA,53009,0,3,3,3,2,0,1,2,5,7,7
MI,26035,1,2,10,9,-1,7,0,10,4,10,5
SC,45027,-3,1,1,3,6,-6,3,1,1,5,7
PA,42031,-4,3,4,-2,1,1,1,-2,3,4,4
IL,17023,-6,9,-5,-6,11,-8,13,-3,5,6,0
NV,32003,-8,0,3,1,4,4,7,4,4,9,5
AR,5019,0,-3,0,1,8,-1,0,2,5,7,2
ID,16033,-19,-7,17,-13,27,-8,11,-9,16,-9,-1
WI,55019,-6,11,10,9,4,10,-2,2,7,6,3
MO,29045,7,-11,16,13,10,-9,-26,22,-4,-8,22
SD,46025,-7,-11,82,-12,31,-19,-5,-6,-24,42,-10
IN,18019,-2,8,5,2,2,3,3,3,5,5,4
KY,21049,-4,3,-2,3,6,7,7,5,1,4,2
WA,53011,-3,2,2,5,6,6,5,6,9,10,6
KS,20025,-10,22,7,2,4,-2,0,20,42,10,-8
OH,39023,-2,2,4,2,3,3,3,1,2,4,3
MS,28023,-1,6,3,12,0,-3,-9,-5,2,5,4
VA,51043,0,0,6,6,-2,-4,2,3,5,2,3
GA,13059,3,2,3,4,5,3,6,4,7,6,0
IA,19039,-2,1,0,5,3,5,12,0,1,8,-2
AL,1025,-1,-1,5,4,5,0,1,-1,-1,6,3
OR,41007,2,2,2,3,3,4,6,4,6,6,7
NE,31035,-14,14,36,-7,19,-14,-11,0,-11,8,6
GA,13061,7,-10,-3,-17,29,11,-1,-1,3,7,16
TX,48077,-15,-3,4,4,5,1,-13,5,6,5,5
KY,21051,2,6,1,1,-1,1,2,1,0,2,5
NC,37043,-6,10,-1,-1,0,3,5,0,5,7,8
IL,17025,-13,12,4,18,3,5,9,-10,0,6,0
IN,18021,-6,15,3,-6,13,2,6,6,5,1,4
AL,1027,-3,1,-5,3,11,3,7,8,10,11,-1
TN,47027,6,8,-1,7,4,14,1,-13,-2,1,7
AR,5021,10,0,-6,5,7,-13,-8,-1,18,-2,1
SD,46027,9,-5,7,-3,-2,-2,2,9,2,5,4
MN,27027,-2,7,4,7,3,-1,5,3,1,4,4
KS,20027,-5,6,0,-1,9,-6,-6,-1,6,10,9
MO,29047,-2,0,-5,1,7,6,7,1,8,2,3
WV,54015,-3,-9,14,-28,-22,-12,-2,-6,0,-4,8
FL,12019,-2,0,-2,6,6,6,6,6,4,7,6
IA,19041,-7,9,10,6,-1,3,1,-8,4,8,4
MS,28025,-10,0,14,-5,-2,4,-7,2,-1,1,8
IA,19043,-7,17,17,4,7,7,0,2,8,2,4
GA,13063,10,5,0,7,5,3,13,9,2,6,3
CO,8019,6,2,6,-13,7,2,2,-22,8,-2,15
PA,42033,-2,5,4,-4,4,0,-2,-3,6,3,5
ID,16035,7,-2,14,-4,4,1,-1,2,-6,2,6
MN,27029,-2,32,10,-5,17,32,-11,9,-11,-5,6
AR,5023,-1,27,16,-5,12,14,-20,-11,2,-4,1
AL,1029,-9,6,-3,7,8,6,3,-5,3,4,-8
OH,39025,0,7,5,0,6,6,13,-2,4,6,1
NC,37045,-3,3,3,-2,11,6,1,7,10,4,9
OK,40027,1,5,4,5,6,4,3,0,2,3,3
AR,5025,-13,1,-22,33,11,13,4,-11,7,10,-18
GA,13065,-6,7,14,4,9,-2,7,4,2,1,8
IA,19045,7,4,3,-4,3,-3,6,-1,-1,1,5
IN,18023,-4,2,6,-3,10,9,5,8,4,1,2
NY,36019,-1,0,-3,1,4,2,3,-1,4,1,4
PA,42035,2,10,11,7,6,6,1,4,-2,2,6
IL,17027,-3,5,4,1,2,5,-3,5,0,1,5
MI,26037,-7,11,4,4,6,8,1,9,-1,5,5
KY,21053,-8,1,-4,7,5,4,1,-1,4,1,2
OH,39027,-12,-15,2,0,1,1,8,4,7,5,4
MO,29049,1,-1,0,-10,20,-4,1,-2,3,5,2
KS,20029,-11,3,6,1,2,3,-2,0,-3,8,8
MS,28027,0,5,11,-11,13,-6,3,3,3,1,4
OK,40029,-4,19,7,-10,2,21,-8,-4,6,6,20
GA,13067,-4,1,4,6,7,7,6,8,8,6,4
AZ,4003,3,4,1,-3,-1,0,4,4,0,3,6
TX,48079,-34,42,-4,-1,-3,-28,-48,-10,32,11,-6
TN,47029,2,2,1,4,13,-2,2,-4,-2,6,5
AZ,4005,-1,4,8,-3,7,2,4,3,7,2,-1
SD,46029,-4,7,13,1,4,-2,3,2,4,4,1
TN,47031,-1,5,4,9,3,2,8,1,5,4,6
AL,1031,4,2,-2,5,3,4,8,1,1,4,2
GA,13069,-7,-1,3,3,6,3,6,5,7,5,5
KS,20031,14,7,2,7,2,7,-2,2,2,-3,1
TX,48081,-19,19,-1,4,6,-14,-31,-14,3,6,0
AL,1033,-10,12,9,2,12,0,-1,-4,-2,5,3
MO,29051,0,3,3,2,6,4,2,2,1,3,3
TX,48083,-6,4,7,2,-3,-1,-8,0,4,3,5
IL,17029,-1,4,5,-4,6,0,2,2,6,1,3
NE,31037,35,1,-30,-2,11,6,8,6,0,0,4
NM,35007,-4,4,12,-8,0,3,-5,-1,-1,1,4
SC,45029,-3,5,0,0,2,0,4,3,3,4,6
FL,12021,-7,3,1,2,4,8,9,6,4,6,7
TX,48085,-3,4,8,9,7,8,10,9,9,7,4
TX,48087,1,18,-17,6,26,-14,-4,6,-2,5,5
TX,48089,-16,1,4,1,37,-3,-17,-5,4,-2,6
GA,13071,7,-9,2,-1,3,0,10,5,7,6,6
FL,12023,-4,1,-4,5,0,7,7,0,7,8,5
WI,55021,0,7,7,2,6,-2,0,2,6,7,1
OR,41009,4,2,-4,-2,8,3,11,5,5,1,8
WA,53013,9,1,23,-12,-10,8,23,-3,9,-3,2
AR,5027,-16,4,9,5,1,4,-5,-4,6,7,1
PA,42037,3,3,3,2,2,0,4,3,1,2,5
NY,36021,3,7,1,7,2,4,1,1,-2,1,7
GA,13073,0,4,3,8,2,5,8,4,7,7,6
OH,39029,-4,5,7,3,5,9,0,-2,0,6,3
NC,37047,0,4,-1,2,6,-2,1,1,1,0,8
CA,6011,4,-8,13,-8,11,-14,23,-1,-5,20,1
TX,48091,-2,2,6,7,10,7,9,5,5,6,6
TX,48093,4,9,4,-6,3,26,-13,5,8,2,17
KS,20033,-22,9,-7,10,36,-19,-24,-5,16,-7,4
OK,40031,8,5,-1,-3,2,1,6,0,-2,2,3
TX,48095,-23,10,15,-7,26,-16,-18,-8,-2,6,26
LA,22029,15,12,3,-6,1,-3,-15,4,6,5,4
AL,1035,-26,-2,21,4,5,-12,-18,-1,4,3,2
CO,8021,17,-16,20,-5,11,5,11,-3,12,8,11
CA,6013,-21,-3,-2,4,2,9,1,-3,9,8,2
WY,56009,3,10,15,1,5,3,-8,-8,5,23,21
AR,5029,-8,14,12,-3,12,10,-21,-9,1,2,-5
GA,13075,1,-2,-4,-6,0,10,5,2,5,9,4
IL,17031,-2,2,3,5,3,5,5,2,2,5,3
MN,27031,0,9,1,-5,9,-2,3,-8,-8,4,7
TX,48097,-23,27,28,15,13,11,7,-8,-9,-5,1
MO,29053,-4,2,2,1,0,2,-4,4,4,4,0
NH,33007,2,2,-1,2,6,2,5,2,-1,2,7
OR,41011,0,0,3,0,4,7,5,5,6,5,6
AL,1037,5,-4,3,-3,11,-3,4,4,-1,4,6
MS,28029,-2,-3,6,2,9,5,1,-1,3,-5,-2
SD,46031,-13,13,19,9,0,15,-12,-21,14,-20,2
NY,36023,-1,3,3,4,10,2,4,-5,3,1,5
TX,48099,4,5,0,9,1,1,10,11,7,3,2
OH,39031,-8,6,9,-6,9,11,-7,-8,-1,6,-7
CO,8023,11,-12,25,-16,14,0,8,-7,11,6,14
TX,48101,-28,2,-11,-10,-3,0,-22,0,60,-2,-16
OK,40033,-28,7,7,2,5,12,1,-20,-3,4,19
MN,27033,-1,3,12,2,0,0,3,-1,12,5,3
AL,1039,2,6,-2,7,6,2,1,0,3,2,0
MS,28031,-8,-5,-6,9,15,10,2,-6,15,3,-2
GA,13077,-6,4,2,-1,5,8,7,6,5,9,6
KS,20035,-4,3,3,4,-2,9,10,-1,3,3,3
WA,53015,0,10,-2,5,6,3,4,2,5,8,7
OK,40035,6,-4,0,4,-3,7,3,-4,1,3,7
VA,51045,1,3,0,-1,8,4,1,4,5,5,10
AR,5031,3,8,6,1,6,0,6,3,4,5,4
TX,48103,-41,11,11,2,9,-10,-51,-22,10,6,-12
NC,37049,0,3,0,1,5,6,3,-6,0,4,6
MI,26039,3,4,2,0,0,4,4,5,14,9,-1
KS,20037,2,1,3,6,4,-1,3,3,7,5,5
IN,18025,-3,17,1,4,-1,4,1,1,0,4,1
WI,55023,2,3,9,3,6,2,7,5,1,2,3
AR,5033,1,7,0,2,3,1,0,1,3,3,4
GA,13079,3,5,11,-1,0,4,5,-3,-3,3,-5
IL,17033,96,-44,-57,111,12,14,-24,-40,41,11,-16
MO,29055,0,7,1,5,9,8,-6,-3,7,4,4
IA,19047,-9,-5,8,6,4,-6,-2,-2,4,3,7
PA,42039,-3,5,4,2,1,5,1,-1,3,5,2
OH,39033,-5,0,7,3,1,3,4,0,-2,0,5
OK,40037,-6,3,4,3,2,5,-3,4,3,6,7
AL,1041,-4,18,0,15,7,-5,5,-9,8,4,2
GA,13081,-3,-2,4,3,6,8,7,4,8,5,11
KY,21055,10,2,16,5,12,-8,-1,6,1,1,6
AR,5035,-1,2,4,-2,10,-2,4,1,11,6,2
TX,48105,-43,1,4,-2,29,17,-51,-18,26,0,-24
TN,47033,75,38,14,-66,5,7,2,0,3,3,2
WY,56011,-4,2,5,5,2,5,-6,-3,7,4,2
OR,41013,-6,-2,2,3,9,1,5,8,4,7,11
TX,48107,7,41,-28,11,51,-22,-28,2,15,8,3
AR,5037,-1,1,6,5,8,-5,-6,1,9,-4,9
MN,27035,1,6,1,2,2,9,7,4,-7,4,5
CO,8025,-19,5,-7,33,6,1,18,-1,-6,9,6
TX,48109,-4,-1,12,49,49,74,-22,15,54,33,6
AL,1043,0,4,1,6,9,2,7,0,2,3,1
VA,51047,-1,5,6,6,4,2,5,1,1,4,6
KY,21057,-3,11,4,6,6,3,5,1,4,5,11
VA,51049,-7,5,-1,-1,5,20,3,0,-5,-3,3
PA,42041,0,2,4,4,4,4,4,1,2,5,5
NJ,34011,1,-1,-1,3,3,2,4,3,-1,2,4
NC,37051,5,5,4,0,0,1,3,0,1,4,4
TN,47035,0,2,2,7,-1,2,3,5,4,3,4
ME,23005,1,1,1,3,1,5,4,5,4,6,4
IL,17035,-4,9,7,10,11,30,28,18,35,19,16
NE,31039,9,25,24,-17,22,15,7,6,-11,3,-3
NC,37053,-4,9,11,3,4,3,4,-1,7,14,3
NM,35009,7,9,9,8,2,3,-1,2,6,-1,5
OR,41015,-4,1,0,3,2,1,6,4,4,5,7
OK,40039,-10,19,23,6,3,7,-12,-8,6,9,6
SD,46033,0,3,4,1,1,13,6,0,4,-3,6
ID,16037,2,17,8,-26,7,-3,-39,-2,-5,8,3
CO,8027,7,-1,-1,-1,7,8,14,-9,1,8,10
NE,31041,1,16,29,-6,23,3,5,5,-18,3,2
MT,30017,3,11,4,8,8,5,2,-11,-1,2,4
OH,39035,-5,1,3,4,2,4,3,2,3,5,3
GA,13083,-10,5,3,4,-1,3,9,1,5,12,3
MO,29057,-8,-4,-2,22,5,20,-6,-6,-4,3,7
UT,49009,-2,-1,25,-12,-6,33,99,-8,37,17,2
MN,27037,-1,4,11,6,3,9,0,-1,4,9,1
NE,31043,4,6,4,1,0,6,8,3,9,4,8
AL,1045,5,7,-2,1,3,-4,4,0,0,2,4
TX,48111,-1,10,14,13,2,17,18,-12,8,-12,8
AR,5039,-6,3,-1,2,3,4,4,3,6,3,5
IA,19049,2,9,11,18,5,13,9,3,-1,6,6
AL,1047,0,0,3,3,4,1,-8,3,1,3,5
TX,48113,-4,3,6,5,5,5,6,4,4,5,4
MO,29059,-5,-2,-2,4,1,9,4,0,3,2,6
WI,55025,2,3,5,5,4,6,7,5,3,6,5
MT,30019,42,79,-39,87,-22,-20,-14,9,7,-6,0
NC,37055,-4,4,2,6,4,9,5,6,7,5,7
OH,39037,-9,6,5,4,10,12,-3,-3,12,9,-6
SC,45031,-4,-5,4,0,11,2,6,-1,4,4,6
PA,42043,0,2,3,4,3,5,6,1,1,4,4
NC,37057,5,6,0,-7,3,2,7,6,5,4,5
TN,47037,2,3,4,6,2,6,9,4,5,7,4
NC,37059,-7,4,2,3,11,10,6,5,8,3,5
MO,29061,-4,8,12,-2,2,7,-27,-4,-6,8,25
IN,18027,-4,1,5,-3,12,0,14,-5,9,6,0
KY,21059,1,7,3,2,5,1,1,1,3,3,2
IA,19051,6,10,7,10,11,-9,4,0,13,10,0
UT,49011,-2,5,7,4,8,2,3,5,9,8,5
SD,46035,3,8,11,1,3,4,4,6,5,4,2
NE,31045,-2,9,10,0,2,8,2,-3,-7,1,3
TX,48115,-24,34,-9,7,22,-22,-29,-5,26,20,-13
NE,31047,-2,9,10,2,12,5,2,1,1,0,3
MT,30021,-2,13,2,12,11,4,-8,6,-5,4,-4
GA,13085,-5,3,2,10,-1,4,6,5,12,6,5
SD,46037,3,15,27,8,19,-4,-8,6,-18,10,-18
NM,35011,-14,8,38,1,-10,14,3,11,-8,2,4
LA,22031,27,69,27,-24,-14,-6,-30,-6,38,19,-7
IL,17039,4,5,8,3,0,7,-4,6,-3,3,3
AL,1049,-3,2,-8,6,13,2,6,-5,9,5,-1
MO,29063,0,5,3,-13,11,2,-4,6,7,2,5
GA,13089,-1,1,-2,2,1,6,7,5,4,7,2
TN,47041,-1,11,8,12,10,7,6,-5,-5,-2,1
IN,18033,-15,18,1,6,7,1,5,2,2,6,2
IL,17037,-5,5,6,1,7,0,3,3,2,5,1
FL,12027,1,1,0,-5,8,2,1,1,7,1,8
MS,28033,1,3,2,7,4,5,8,8,3,6,2
TX,48123,-22,3,101,92,56,33,-31,-25,8,12,-20
TX,48117,-10,48,24,-9,-7,46,9,1,0,-5,0
IN,18029,-1,7,8,7,-13,7,10,1,2,2,10
IN,18031,-12,13,-2,10,8,4,1,9,13,4,3
IA,19053,3,1,8,1,1,0,8,5,3,5,5
TN,47039,-1,-2,1,3,1,-7,-1,4,6,6,0
GA,13087,0,-2,-1,1,2,-7,6,3,5,7,9
KS,20039,1,10,23,-20,13,0,-1,14,-34,10,19
MT,30023,4,6,6,7,4,-1,5,2,3,3,7
OH,39039,-19,9,8,4,5,2,-2,8,-1,3,3
CA,6015,-14,2,4,0,1,4,4,4,2,4,8
IN,18035,-2,11,14,-14,3,2,2,1,3,2,4
PA,42045,0,8,1,6,4,7,2,2,4,6,3
OH,39041,2,7,8,7,5,4,3,7,6,6,4
NY,36025,2,2,-4,4,4,3,3,1,5,2,10
OK,40041,0,16,5,0,0,-1,13,-3,9,2,2
IA,19055,3,15,8,-6,20,3,10,0,4,-1,3
TX,48119,4,-1,10,11,17,17,3,11,-15,-2,11
MI,26041,1,4,1,2,3,0,2,1,0,5,5
CO,8029,-10,0,12,5,-2,-4,-2,-5,2,9,8
MO,29065,-1,2,1,4,2,12,2,-4,1,9,5
TX,48121,-5,3,5,6,9,10,7,7,9,5,3
CO,8031,-3,1,3,5,8,7,7,3,6,7,5
IA,19057,-4,-2,7,4,12,10,3,1,-3,1,2
OR,41017,-7,-2,1,6,9,12,12,10,11,7,5
AR,5041,7,9,7,-4,9,-10,10,6,-8,2,3
NE,31049,-6,-3,64,-16,8,-19,5,5,-23,56,-12
SD,46039,7,16,20,2,5,-3,-4,-1,9,5,6
SD,46041,-1,19,13,0,9,15,2,-3,-3,-12,6
OK,40043,5,2,21,33,2,3,8,11,-2,12,13
TX,48125,-34,21,5,-6,-7,-7,-26,3,6,5,-6
VA,51051,-14,5,2,19,-5,4,-4,-7,4,4,11
ND,38021,-20,21,23,-2,-13,11,1,-2,10,-5,23
MI,26043,1,6,3,6,3,3,-1,5,5,5,1
IA,19059,3,12,2,10,-3,5,7,-2,4,2,5
KS,20041,2,-3,3,-2,6,-1,1,4,5,9,5
TN,47043,-4,7,6,8,6,6,8,8,5,3,7
SC,45033,-5,5,3,-1,1,5,3,6,-2,8,8
TX,48127,-15,71,133,89,78,20,-42,-25,33,23,-14
ND,38023,8,-7,24,53,26,-1,-37,-17,14,-17,-9
FL,12029,-5,0,-3,4,22,0,5,3,5,0,10
NE,31051,10,18,-2,-8,4,-5,-1,-6,-6,13,39
WV,54017,-14,17,27,23,65,128,-17,-15,35,13,6
GA,13091,-3,4,1,2,-2,0,7,1,-2,0,9
MN,27039,-7,11,17,5,4,-12,5,8,-2,7,1
WI,55027,-1,5,6,7,3,2,0,-2,3,3,4
NE,31053,2,3,7,2,6,1,4,1,4,5,3
CO,8033,-3,-3,-1,-43,22,98,-27,-27,9,-6,-9
KS,20043,-2,-17,8,-5,15,-4,16,-11,9,0,15
TX,48129,-6,37,2,-9,35,-14,17,-11,27,8,-4
GA,13093,5,-14,8,-1,-4,3,24,21,-5,-1,15
WI,55029,-3,4,4,6,1,3,5,3,0,5,5
SC,45035,-5,8,8,4,-1,2,7,9,7,8,4
MD,24019,1,3,-6,2,5,4,1,-1,2,0,7
GA,13095,1,-1,2,3,2,2,2,3,1,4,5
WI,55031,-3,6,-1,6,8,10,1,-5,5,13,-2
WA,53017,8,13,21,-3,-2,0,11,1,5,2,1
OR,41019,-2,1,1,2,3,3,7,6,4,5,5
IL,17041,0,8,8,5,10,2,0,7,1,3,2
KS,20045,2,0,3,2,4,5,4,4,4,4,1
CO,8035,1,1,2,9,4,7,9,3,7,9,8
GA,13097,-5,0,-1,4,7,5,6,8,5,10,5
SD,46043,11,10,16,-1,-18,13,5,7,7,1,27
MN,27041,2,6,2,8,1,-7,8,4,-2,3,4
NE,31055,2,5,8,3,-1,10,5,1,8,2,5
NV,32005,-5,5,0,1,12,4,4,-2,1,7,5
MO,29067,1,4,-25,-2,45,19,-16,-15,-4,5,4
NM,35013,7,4,-1,-2,0,4,4,3,1,4,4
AR,5043,-3,10,7,4,4,-2,6,4,2,0,2
IL,17043,-1,1,4,5,3,4,6,1,4,4,3
IN,18037,-7,9,5,2,6,7,9,-2,0,4,1
IA,19061,-3,7,3,17,-3,12,5,-5,4,4,3
UT,49013,-16,8,12,11,9,8,-27,-14,9,6,-2
MA,25007,7,3,5,10,3,3,5,3,3,6,14
NE,31057,-12,32,12,2,12,-3,15,-3,2,3,6
MO,29069,-4,6,12,-12,6,-14,8,-4,-4,15,8
WI,55033,0,7,7,8,6,0,-2,2,-1,7,2
ND,38025,20,53,79,70,21,5,-39,-24,17,23,-5
NC,37061,2,-4,-11,-1,5,2,-5,-4,1,-1,0
NC,37063,-5,9,4,4,6,0,-1,-3,2,6,7
NY,36027,2,3,1,3,2,-1,3,2,3,5,4
FL,12031,-3,1,0,3,4,4,6,4,5,6,5
TX,48131,-45,-8,-8,-6,6,-2,-28,-13,6,10,-3
TN,47045,-5,0,5,3,3,-4,7,4,7,2,6
CO,8037,-14,-7,-2,0,13,8,8,5,6,7,6
GA,13099,-9,5,16,8,-1,-6,11,-1,0,3,13
LA,22033,4,3,14,2,6,16,1,-10,-6,11,0
LA,22035,19,7,16,23,8,-11,-32,23,-1,-1,2
LA,22037,13,-5,-2,3,26,0,-9,-6,6,7,6
TX,48133,-9,16,29,17,-6,-1,-15,-10,12,33,0
MI,26045,-1,12,-1,1,8,6,12,6,0,2,4
WI,55035,5,4,2,4,1,11,4,3,2,6,3
GA,13101,-3,-17,1,-8,9,29,-1,0,5,-23,6
TX,48135,-16,15,23,15,5,1,-24,-14,14,21,3
NM,35015,-15,21,16,8,11,12,-13,-9,18,25,12
ND,38027,-30,19,7,53,1,-1,1,-5,5,6,6
IL,17045,-8,5,8,6,15,-5,4,-4,8,3,1
NC,37065,70,-25,-22,-7,-4,-1,2,4,4,2,5
SC,45037,6,8,-1,-6,7,3,3,4,7,-1,6
KY,21061,-2,11,0,5,2,4,4,1,5,0,7
SD,46045,-10,-16,69,-14,32,-9,-15,-17,-7,58,-13
TX,48137,-45,-3,-4,-19,15,-1,-17,-15,7,2,2
KS,20047,8,-4,17,-7,25,-9,21,-1,-14,-4,-6
IL,17047,-20,28,13,19,-5,-6,6,1,9,0,5
IL,17049,-2,8,6,3,1,2,0,4,9,5,3
GA,13103,17,4,11,4,0,-2,9,2,6,5,3
CA,6017,-3,2,3,-1,5,6,7,9,7,5,8
TX,48141,4,9,8,4,0,1,4,2,4,6,3
CO,8041,2,4,3,2,3,2,4,3,6,5,6
GA,13105,2,-1,-5,4,6,4,0,-1,-1,5,5
CO,8039,-1,0,2,5,3,2,5,7,12,15,24
KS,20049,-4,28,-2,48,5,6,-2,-8,-3,-5,8
PA,42047,-6,12,1,-3,-1,6,1,3,5,5,3
IN,18039,-21,30,-2,6,9,11,13,10,11,0,-1
NV,32007,-8,18,12,3,-7,-8,-4,4,9,4,7
KY,21063,-2,7,-1,2,11,-6,3,3,4,3,6
OK,40045,-26,56,22,17,1,0,-8,-9,17,0,5
KS,20051,-3,5,10,5,3,4,-1,0,1,5,4
TX,48139,-7,7,11,6,1,2,5,5,6,10,4
KS,20053,-9,1,10,16,12,1,-12,-6,4,9,12
ID,16039,-8,12,1,-3,12,1,3,5,4,6,6
AL,1051,4,4,1,2,6,0,4,3,3,3,3
GA,13107,0,1,3,2,4,0,12,3,10,-1,7
UT,49015,7,0,12,1,1,-2,-3,0,3,-3,6
MI,26047,-3,2,1,5,4,3,5,3,4,3,5
IA,19063,-7,11,5,11,-1,1,-5,-16,3,15,6
ND,38029,-28,29,36,1,-17,48,-9,-1,-11,-11,1
TX,48143,-4,8,5,2,8,13,-6,-3,9,7,8
PA,42049,-5,2,6,-1,3,-3,3,-2,-1,3,3
NY,36029,3,4,0,6,2,4,5,3,2,5,6
OH,39043,6,12,10,6,4,3,-11,2,0,3,0
FL,12033,-1,2,1,2,4,3,6,3,4,5,7
AL,1053,-11,2,1,-1,4,-1,-6,0,5,5,3
NV,32009,-21,33,21,11,11,-13,-13,7,0,-24,3
NY,36031,6,1,0,4,5,1,0,3,3,4,6
MA,25009,2,5,4,2,1,3,5,4,4,5,4
VT,50009,4,9,-5,0,10,0,1,-1,3,0,9
VA,51057,-3,2,6,3,1,1,3,4,1,2,7
NJ,34013,-1,2,0,2,3,-1,5,3,1,4,4
KY,21065,2,8,3,5,-3,-2,3,-1,3,3,8
AL,1055,1,3,2,2,2,2,5,2,2,3,3
NV,32011,2,19,11,-13,-21,-21,-19,19,27,-10,3
LA,22039,-1,2,-1,9,-6,3,-4,0,3,3,4
GA,13109,6,-4,-4,2,3,8,4,5,1,3,3
OH,39045,0,5,5,5,5,2,5,3,6,2,4
SC,45039,8,16,1,10,8,8,14,9,-10,-27,8
CT,9001,-4,0,-3,7,0,1,4,1,1,3,3
SD,46047,-5,17,9,0,-5,3,16,4,-3,-4,6
MT,30025,-17,8,14,16,-7,-6,-25,-18,-2,2,-1
TX,48145,6,10,3,2,8,-3,8,-5,-1,3,8
TX,48147,3,3,1,4,5,5,8,4,8,8,10
GA,13111,-5,1,0,7,4,5,7,9,6,11,7
MN,27043,1,-5,13,5,4,-13,-3,-3,-7,7,20
SD,46049,-21,-14,80,2,29,-5,-30,-5,0,23,4
AR,5045,2,8,5,2,-1,2,-1,0,1,5,1
VA,51061,2,9,1,3,-1,3,8,2,2,6,2
KY,21067,-2,4,3,4,5,3,5,2,0,3,4
OH,39047,1,-3,7,5,40,28,25,18,10,0,0
TX,48149,-8,1,4,-3,17,3,-18,-5,8,1,2
TN,47047,2,-4,7,4,15,-4,10,6,7,-1,0
IN,18041,-13,10,0,2,1,1,1,2,3,4,3
IL,17051,-7,6,4,-13,10,-10,6,0,12,3,3
GA,13113,-3,3,3,3,2,5,8,8,6,9,6
PA,42051,2,5,6,0,3,5,2,1,5,5,7
WV,54019,0,7,6,-3,-4,-8,-3,-4,5,6,1
AL,1057,-2,16,-5,-3,-8,-18,4,2,-4,5,5
IA,19065,-6,14,16,4,3,3,-4,-1,5,5,2
TN,47049,-2,4,1,7,10,3,3,-2,3,6,8
MT,30027,-5,14,-1,8,7,0,2,3,24,-4,8
WA,53019,3,-1,1,3,3,2,17,0,2,0,8
MN,27045,-8,5,17,-1,6,-1,3,-6,2,-1,10
NE,31059,-9,3,34,2,15,-16,-2,-17,11,10,6
KS,20055,4,12,9,-3,7,-1,6,5,-2,4,1
TX,48151,-23,49,26,-18,11,-7,-27,-5,7,42,-17
FL,12035,-3,-1,1,5,0,5,10,8,6,5,4
MT,30029,-6,3,3,2,6,5,8,4,5,4,3
KY,21069,-5,9,1,9,6,1,1,-6,5,5,6
SC,45041,1,2,5,3,5,7,6,4,3,3,6
WI,55037,9,6,10,-2,12,5,-10,-9,4,-3,8
IN,18043,-4,2,-3,3,5,7,6,5,1,4,4
VA,51063,17,5,9,-7,16,5,9,-17,5,6,7
